클리오(237880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-09,39950,40450,31550,36800,1625088,620934.0,16873215.0
2016-11-10,37350,40300,37000,39100,567440,659743.0,16873215.0
2016-11-11,40150,41300,38750,39950,332695,674085.0,16873215.0
2016-11-14,40150,41150,38700,40950,214893,690958.0,16873215.0
2016-11-15,41000,41100,39850,40550,118323,684209.0,16873215.0
2016-11-16,40600,40600,39300,39400,86171,664805.0,16873215.0
2016-11-17,39400,39550,38000,38100,119749,642869.0,16873215.0
2016-11-18,38000,38350,35650,36200,147646,610810.0,16873215.0
2016-11-21,36000,36200,33350,34150,134112,576220.0,16873215.0
2016-11-22,34850,35500,34000,34450,85396,581282.0,16873215.0
2016-11-23,34450,34850,32400,34000,55966,573689.0,16873215.0
2016-11-24,33900,33900,30700,31550,254323,532350.0,16873215.0
2016-11-25,31250,33500,30400,31450,164384,530663.0,16873215.0
2016-11-28,31850,32000,30600,30600,52486,516320.0,16873215.0
2016-11-29,30600,31600,30100,31050,85337,523913.0,16873215.0
2016-11-30,31050,32500,31050,32000,99021,539943.0,16873215.0
2016-12-01,31550,32050,31300,31550,12634,532350.0,16873215.0
2016-12-02,31600,31800,30600,30600,23048,516320.0,16873215.0
2016-12-05,30150,30700,29450,30300,76928,511258.0,16873215.0
2016-12-06,30700,30800,30000,30300,24224,511258.0,16873215.0
2016-12-07,30400,33350,30200,30350,66783,512102.0,16873215.0
2016-12-08,30350,31300,30150,30400,94258,512946.0,16873215.0
2016-12-09,30650,32300,30200,31550,212420,532350.0,16873215.0
2016-12-12,31750,32200,31400,31600,61995,533194.0,16873215.0
2016-12-13,31900,33150,31600,32750,110387,552598.0,16873215.0
2016-12-14,33200,33900,32650,33300,71223,561878.0,16873215.0
2016-12-15,32950,33350,32550,32700,102460,551754.0,16873215.0
2016-12-16,33850,34300,32900,33300,80655,561878.0,16873215.0
2016-12-19,33500,33550,32600,32700,28947,551754.0,16873215.0
2016-12-20,32750,33100,31650,31650,59951,534037.0,16873215.0
2016-12-21,31450,31650,30650,30650,62797,517164.0,16873215.0
2016-12-22,30650,31050,30150,30400,46371,512946.0,16873215.0
2016-12-23,30650,31350,30250,30950,35184,522226.0,16873215.0
2016-12-26,31050,31300,30600,30850,27148,520539.0,16873215.0
2016-12-27,31000,31650,30800,31600,104798,533194.0,16873215.0
2016-12-28,31200,31600,30400,31200,45096,526444.0,16873215.0
2016-12-29,30900,31250,30200,30600,37573,516320.0,16873215.0
2017-01-02,30650,30750,29700,30100,65023,507884.0,16873215.0
2017-01-03,30100,31000,29200,30850,91544,520539.0,16873215.0
2017-01-04,31000,31000,29950,30050,44136,507040.0,16873215.0
2017-01-05,30100,30200,29800,29800,34160,502822.0,16873215.0
2017-01-06,29800,30150,29600,29900,49969,504509.0,16873215.0
2017-01-09,30000,30050,28200,28200,78536,475825.0,16873215.0
2017-01-10,28500,28900,27600,28000,52967,472450.0,16873215.0
2017-01-11,27800,28700,26500,28650,81955,483418.0,16873215.0
2017-01-12,28650,28900,28050,28450,31607,480043.0,16873215.0
2017-01-13,28800,29550,28600,29050,27895,490167.0,16873215.0
2017-01-16,29100,29750,29100,29400,24578,496073.0,16873215.0
2017-01-17,29700,30700,29650,30450,60944,513789.0,16873215.0
2017-01-18,30550,37700,30550,32350,260639,545849.0,16873215.0
2017-01-19,32200,33250,31350,32150,73798,542474.0,16873215.0
2017-01-20,32150,33800,31900,33100,45613,558503.0,16873215.0
2017-01-23,33200,34800,33200,34200,132637,577064.0,16873215.0
2017-01-24,34000,34650,33700,34500,47096,582126.0,16873215.0
2017-01-25,34000,34750,33000,33400,41364,563565.0,16873215.0
2017-01-26,33300,33750,32000,33750,58448,569471.0,16873215.0
2017-01-31,33600,33800,33200,33500,11971,565253.0,16873215.0
2017-02-01,33150,33800,33050,33800,26827,570315.0,16873215.0
2017-02-02,33500,34000,32900,33100,17523,558503.0,16873215.0
2017-02-03,32850,33500,32000,32650,43046,550910.0,16873215.0
2017-02-06,32500,33000,31900,32950,28736,555972.0,16873215.0
2017-02-07,32950,33800,32500,33450,15237,564409.0,16873215.0
2017-02-08,33750,33750,32250,32800,18103,553441.0,16873215.0
2017-02-09,32800,32900,32300,32600,21291,550067.0,16873215.0
2017-02-10,32500,32900,32250,32550,13122,549223.0,16873215.0
2017-02-13,32650,33100,32100,32550,13544,549223.0,16873215.0
2017-02-14,32650,32950,31700,32500,36332,548379.0,16873215.0
2017-02-15,32450,33600,32150,33450,51267,564409.0,16873215.0
2017-02-16,33550,34550,32800,34300,46254,578751.0,16873215.0
2017-02-17,34500,36250,34400,35400,84361,597312.0,16873215.0
2017-02-20,35400,37350,35400,37150,80827,626840.0,16873215.0
2017-02-21,37150,40300,37000,39500,155538,666492.0,16873215.0
2017-02-22,39000,40000,38300,38550,80488,650462.0,16873215.0
2017-02-23,38550,40700,38100,40300,110498,679991.0,16873215.0
2017-02-24,40200,41250,38800,40500,100463,683365.0,16873215.0
2017-02-27,40500,41100,39950,41000,64380,691802.0,16873215.0
2017-02-28,40900,40900,39600,40400,30864,681678.0,16873215.0
2017-03-02,40400,40400,38500,39600,94475,668179.0,16873215.0
2017-03-03,39550,39550,37150,38000,107187,641182.0,16873215.0
2017-03-06,37550,38500,37000,38300,37660,646244.0,16873215.0
2017-03-07,37950,38550,37100,38300,30666,646244.0,16873215.0
2017-03-08,38500,39100,38250,39000,10654,658055.0,16873215.0
2017-03-09,39000,40650,39000,40400,52342,681678.0,16873215.0
2017-03-10,40400,40550,39150,39550,43982,667336.0,16873215.0
2017-03-13,39550,40200,39100,40050,38287,675772.0,16873215.0
2017-03-14,40500,40950,38750,39800,42274,671554.0,16873215.0
2017-03-15,40000,40250,38200,39000,51161,658055.0,16873215.0
2017-03-16,39800,40050,38700,39450,33191,665648.0,16873215.0
2017-03-17,39950,41000,39750,40450,43752,682522.0,16873215.0
2017-03-20,40450,41050,40100,41050,39701,692645.0,16873215.0
2017-03-21,41300,41350,40000,40700,41467,686740.0,16873215.0
2017-03-22,40450,41250,39800,41000,28456,691802.0,16873215.0
2017-03-23,41100,41150,40450,40500,47381,683365.0,16873215.0
2017-03-24,40500,40850,40050,40200,21353,678303.0,16873215.0
2017-03-27,40200,40950,39450,40600,12015,685053.0,16873215.0
2017-03-28,40350,41050,40200,41000,29469,691802.0,16873215.0
2017-03-29,40850,41000,40100,40100,17362,676616.0,16873215.0
2017-03-30,40000,41100,39800,40750,23123,687584.0,16873215.0
2017-03-31,41000,41050,40550,41000,10157,691802.0,16873215.0
2017-04-03,41000,41200,40900,41150,16572,694333.0,16873215.0
2017-04-04,41100,42850,41000,42250,80838,712893.0,16873215.0
2017-04-05,42800,43050,41650,42800,63704,722174.0,16873215.0
2017-04-06,43250,43250,41900,41900,31041,706988.0,16873215.0
2017-04-07,41500,42050,40600,41050,33757,692645.0,16873215.0
2017-04-10,41000,41000,40000,40000,23913,674929.0,16873215.0
2017-04-11,40000,40500,39600,39950,40003,674085.0,16873215.0
2017-04-12,40100,40500,39800,40000,24157,674929.0,16873215.0
2017-04-13,40100,40750,40050,40650,30956,685896.0,16873215.0
2017-04-14,40000,40750,40000,40000,5232,674929.0,16873215.0
2017-04-17,41000,42000,39900,40050,73242,675772.0,16873215.0
2017-04-18,40000,41150,39950,40500,31479,683365.0,16873215.0
2017-04-19,40950,41850,40550,41850,29409,706144.0,16873215.0
2017-04-20,41850,42100,40900,41200,33738,698262.0,16948095.0
2017-04-21,41200,41800,40700,41500,21977,703346.0,16948095.0
2017-04-24,41900,41900,41000,41350,18445,700804.0,16948095.0
2017-04-25,41400,41800,40800,40850,12752,692330.0,16948095.0
2017-04-26,41100,41100,38100,39800,34380,674534.0,16948095.0
2017-04-27,39800,40200,39350,39350,21831,666908.0,16948095.0
2017-04-28,39750,40200,39150,40200,25251,681313.0,16948095.0
2017-05-02,40100,40100,39400,39600,10616,671145.0,16948095.0
2017-05-04,40000,40500,39400,40500,24112,686398.0,16948095.0
2017-05-08,41000,41100,40200,41050,27210,695719.0,16948095.0
2017-05-10,41750,41750,39850,40000,49271,677924.0,16948095.0
2017-05-11,40250,43900,39900,43000,84901,728768.0,16948095.0
2017-05-12,43000,43250,42300,43000,117984,728768.0,16948095.0
2017-05-15,42800,42950,42050,42850,52629,726226.0,16948095.0
2017-05-16,42000,42850,41900,42350,52706,717752.0,16948095.0
2017-05-17,43000,43000,41500,41850,78475,709278.0,16948095.0
2017-05-18,42100,43250,40650,40750,102107,690635.0,16948095.0
2017-05-19,41400,41900,40700,41300,33899,699956.0,16948095.0
2017-05-22,42000,42450,41600,41900,40447,710125.0,16948095.0
2017-05-23,41950,42950,41700,41700,69633,706736.0,16948095.0
2017-05-24,41700,42450,41000,41200,20458,698262.0,16948095.0
2017-05-25,41250,42400,41000,42100,22357,713515.0,16948095.0
2017-05-26,42500,42500,40550,41550,49407,704193.0,16948095.0
2017-05-29,41500,41500,40650,41150,28200,697414.0,16948095.0
2017-05-30,40950,41500,40650,41500,28198,703346.0,16948095.0
2017-05-31,41550,41800,39700,39700,76768,672839.0,16948095.0
2017-06-01,40400,40400,38600,38800,53749,657586.0,16948095.0
2017-06-02,38800,39600,38100,38700,30219,655891.0,16948095.0
2017-06-05,38700,39500,38500,39450,15906,668602.0,16948095.0
2017-06-07,39100,40550,38500,40550,64174,687245.0,16948095.0
2017-06-08,40600,40900,39300,39600,77355,671145.0,16948095.0
2017-06-09,39800,40450,39400,39800,19497,674534.0,16948095.0
2017-06-12,40300,40300,39100,39500,10873,669450.0,16948095.0
2017-06-13,39800,40000,39000,40000,19202,677924.0,16948095.0
2017-06-14,40000,40000,39350,39500,7706,669450.0,16948095.0
2017-06-15,39600,39850,39100,39400,14092,667755.0,16948095.0
2017-06-16,39500,39750,39200,39500,9209,669450.0,16948095.0
2017-06-19,39500,39800,39250,39250,8330,665213.0,16948095.0
2017-06-20,39650,39650,38900,39050,10193,661823.0,16948095.0
2017-06-21,39300,39800,38800,39400,9434,667755.0,16948095.0
2017-06-22,39000,39600,38750,38950,7524,660128.0,16948095.0
2017-06-23,39100,39750,39100,39500,14874,669450.0,16948095.0
2017-06-26,39500,39600,38950,39500,7844,669450.0,16948095.0
2017-06-27,39500,40750,39500,39850,21133,675382.0,16948095.0
2017-06-28,39950,40500,38850,39800,15300,674534.0,16948095.0
2017-06-29,39850,40200,38850,38850,47384,658433.0,16948095.0
2017-06-30,38850,39750,38300,38800,7658,657586.0,16948095.0
2017-07-03,38800,39300,38200,38350,5465,649959.0,16948095.0
2017-07-04,38350,38550,36250,37800,35796,640638.0,16948095.0
2017-07-05,37700,37700,35650,36750,34118,622842.0,16948095.0
2017-07-06,36500,36500,34900,35100,69719,594878.0,16948095.0
2017-07-07,34950,35400,33800,34200,24364,579625.0,16948095.0
2017-07-10,34250,34250,32600,33000,27657,559287.0,16948095.0
2017-07-11,32700,33950,32650,33600,39173,569456.0,16948095.0
2017-07-12,33600,34050,32950,33800,178815,572846.0,16948095.0
2017-07-13,33400,34000,33200,33950,12153,575388.0,16948095.0
2017-07-14,33700,34200,32900,34200,14639,579625.0,16948095.0
2017-07-17,34200,34400,33200,33900,77381,574540.0,16948095.0
2017-07-18,33900,34400,33000,33500,19619,567761.0,16948095.0
2017-07-19,33500,33750,32900,33450,10653,566914.0,16948095.0
2017-07-20,33250,33850,32550,32800,20983,555898.0,16948095.0
2017-07-21,32800,33300,32450,32600,8510,552508.0,16948095.0
2017-07-24,33100,33100,31950,32000,12399,542339.0,16948095.0
2017-07-25,32000,32150,31750,32100,8299,544034.0,16948095.0
2017-07-26,31900,32750,31500,32500,15720,550813.0,16948095.0
2017-07-27,32500,32750,32250,32600,30197,552508.0,16948095.0
2017-07-28,32900,32900,32150,32600,11885,552508.0,16948095.0
2017-07-31,32250,32800,31200,32500,21546,550813.0,16948095.0
2017-08-01,32500,32600,32150,32250,8846,546576.0,16948095.0
2017-08-02,32500,32500,31600,32250,9448,546576.0,16948095.0
2017-08-03,32100,32750,31700,32500,13435,550813.0,16948095.0
2017-08-04,32500,33200,31950,33150,16511,561829.0,16948095.0
2017-08-07,33750,33750,32850,33550,10170,568609.0,16948095.0
2017-08-08,33000,33550,32950,33450,4680,566914.0,16948095.0
2017-08-09,33450,33700,32750,33200,7956,562677.0,16948095.0
2017-08-10,33700,33700,32750,33150,8310,561829.0,16948095.0
2017-08-11,32600,34350,32600,33100,34188,560982.0,16948095.0
2017-08-14,32400,33450,32400,33450,12732,566914.0,16948095.0
2017-08-16,33450,34400,33100,34200,12508,579625.0,16948095.0
2017-08-17,33700,34450,33700,34000,10017,576235.0,16948095.0
2017-08-18,33200,34450,33200,34400,10762,583014.0,16948095.0
2017-08-21,33850,34750,33800,34350,9790,582167.0,16948095.0
2017-08-22,34500,34500,33100,33900,10716,574540.0,16948095.0
2017-08-23,33550,34150,33350,33500,9554,567761.0,16948095.0
2017-08-24,33300,34150,33300,33800,12289,572846.0,16948095.0
2017-08-25,33750,34000,33500,33650,7360,570303.0,16948095.0
2017-08-28,34000,34000,33450,33800,3236,572846.0,16948095.0
2017-08-29,33500,33800,33500,33550,6599,568609.0,16948095.0
2017-08-30,33450,33850,33450,33850,4906,573693.0,16948095.0
2017-08-31,33650,33950,33350,33900,9291,574540.0,16948095.0
2017-09-01,33650,33650,33000,33200,15812,562677.0,16948095.0
2017-09-04,33000,33350,32500,32550,8931,551660.0,16948095.0
2017-09-05,32150,32700,32150,32200,3143,545729.0,16948095.0
2017-09-06,31850,32500,31800,32400,28360,549118.0,16948095.0
2017-09-07,32400,32400,31750,31900,4849,540644.0,16948095.0
2017-09-08,31900,32300,31100,32000,7157,542339.0,16948095.0
2017-09-11,32000,32300,31300,31500,12495,533865.0,16948095.0
2017-09-12,31350,31450,30800,31400,53833,532170.0,16948095.0
2017-09-13,31600,31600,30400,30550,43550,517764.0,16948095.0
2017-09-14,30200,30550,30050,30400,12236,515222.0,16948095.0
2017-09-15,30500,31000,29700,31000,5389,525391.0,16948095.0
2017-09-18,31000,31050,30450,30600,8237,518612.0,16948095.0
2017-09-19,30600,31000,30200,30600,3900,518612.0,16948095.0
2017-09-20,30600,30650,30100,30450,4985,516069.0,16948095.0
2017-09-21,30100,30450,29800,30200,18642,511832.0,16948095.0
2017-09-22,29950,35000,29900,31600,46425,535560.0,16948095.0
2017-09-25,31650,31750,30650,31000,13626,525391.0,16948095.0
2017-09-26,30450,32300,30450,32300,7998,547423.0,16948095.0
2017-09-27,31850,32100,31250,31350,9061,531323.0,16948095.0
2017-09-28,31350,32700,30850,31600,7205,535560.0,16948095.0
2017-09-29,32200,33250,31300,32900,16978,557592.0,16948095.0
2017-10-10,32350,33000,31650,32950,4165,558440.0,16948095.0
2017-10-11,32400,32450,31800,32000,24217,542339.0,16948095.0
2017-10-12,31900,32200,31650,31800,9817,538949.0,16948095.0
2017-10-13,31500,33400,31400,31850,67196,539797.0,16948095.0
2017-10-16,31800,32750,31600,31800,47070,538949.0,16948095.0
2017-10-17,31800,32400,29750,30350,38114,514375.0,16948095.0
2017-10-18,30100,30300,29300,29300,14450,496579.0,16948095.0
2017-10-19,29300,29650,28900,29100,12356,493190.0,16948095.0
2017-10-20,29400,29450,28800,29400,3446,498274.0,16948095.0
2017-10-23,29400,29950,28750,29700,2464,503358.0,16948095.0
2017-10-24,29600,30250,29250,30200,7493,511832.0,16948095.0
2017-10-25,30200,31000,29950,30950,9469,524544.0,16948095.0
2017-10-26,31250,33750,30600,33400,39810,566066.0,16948095.0
2017-10-27,34250,34250,32700,33450,21670,566914.0,16948095.0
2017-10-30,33800,34400,33500,34250,26711,580472.0,16948095.0
2017-10-31,34600,35350,33450,34200,22638,579625.0,16948095.0
2017-11-01,33600,34000,32400,32550,14214,551660.0,16948095.0
2017-11-02,32550,33200,32100,32950,15825,558440.0,16948095.0
2017-11-03,32700,33850,32450,33050,16555,560135.0,16948095.0
2017-11-06,32500,33250,31800,33200,25714,562677.0,16948095.0
2017-11-07,33000,33600,32400,33500,18888,567761.0,16948095.0
2017-11-08,33300,34050,33300,34000,21674,576235.0,16948095.0
2017-11-09,33700,34400,33500,34200,15925,579625.0,16948095.0
2017-11-10,34450,34450,33700,34300,14700,581320.0,16948095.0
2017-11-13,34200,34700,33950,34550,37292,585557.0,16948095.0
2017-11-14,35000,36200,34700,35600,102900,603352.0,16948095.0
2017-11-15,35800,37300,35800,37200,82509,630469.0,16948095.0
2017-11-16,37200,37900,36500,37900,51113,642333.0,16948095.0
2017-11-17,37400,37850,36300,37000,16710,627080.0,16948095.0
2017-11-20,36700,38250,36450,37600,15863,637248.0,16948095.0
2017-11-21,38500,38700,35800,36350,29233,616063.0,16948095.0
2017-11-22,35650,37250,33650,36900,105676,625385.0,16948095.0
2017-11-23,37550,38400,36300,37950,50286,643180.0,16948095.0
2017-11-24,37950,38100,36050,36050,40239,610979.0,16948095.0
2017-11-27,35600,37750,35600,37400,54408,633859.0,16948095.0
2017-11-28,37500,39750,36650,37400,88524,633859.0,16948095.0
2017-11-29,36850,40000,36850,39150,84276,663518.0,16948095.0
2017-11-30,39400,39700,37600,39700,51167,672839.0,16948095.0
2017-12-01,39700,39800,37650,38500,24604,652502.0,16948095.0
2017-12-04,38500,39350,38000,38300,17281,649112.0,16948095.0
2017-12-05,37500,39050,37000,37350,45470,633011.0,16948095.0
2017-12-06,37850,38650,37350,38500,28802,652502.0,16948095.0
2017-12-07,38500,38850,37400,38050,22090,644875.0,16948095.0
2017-12-08,38050,38450,37000,37000,8548,627080.0,16948095.0
2017-12-11,37800,39650,35000,39350,67767,666908.0,16948095.0
2017-12-12,39400,39550,36100,37800,41309,640638.0,16948095.0
2017-12-13,37800,40650,37700,38800,44486,657586.0,16948095.0
2017-12-14,38700,39300,37400,38500,55247,652502.0,16948095.0
2017-12-15,38500,40500,37750,40450,98199,685550.0,16948095.0
2017-12-18,40400,41550,39500,41400,110033,701651.0,16948095.0
2017-12-19,41050,41400,40350,41000,14967,694872.0,16948095.0
2017-12-20,41000,41000,39450,39500,6343,669450.0,16948095.0
2017-12-21,38450,40000,37100,39000,22419,660976.0,16948095.0
2017-12-22,38950,39200,37250,39000,31484,660976.0,16948095.0
2017-12-26,38950,39700,38150,39050,35512,661823.0,16948095.0
2017-12-27,39050,39050,37150,37700,32098,638943.0,16948095.0
2017-12-28,37300,37700,36750,36750,17723,622842.0,16948095.0
2018-01-02,36550,36950,36050,36450,24893,617758.0,16948095.0
2018-01-03,36200,36800,35550,36650,30550,621148.0,16948095.0
2018-01-04,36400,36450,35300,35300,33563,598268.0,16948095.0
2018-01-05,34900,35500,34100,34100,35559,577930.0,16948095.0
2018-01-08,33650,34150,32600,32750,52438,555050.0,16948095.0
2018-01-09,32900,33200,32100,33000,36594,559287.0,16948095.0
2018-01-10,34500,35000,33450,33600,47735,569456.0,16948095.0
2018-01-11,33450,35550,33450,35550,33689,602505.0,16948095.0
2018-01-12,34700,35600,34600,35550,27663,602505.0,16948095.0
2018-01-15,35150,35900,33850,34300,34471,581320.0,16948095.0
2018-01-16,34050,35700,34000,35150,32079,595726.0,16948095.0
2018-01-17,35900,36450,34900,35250,49273,597420.0,16948095.0
2018-01-18,36000,37200,35600,37200,47707,630469.0,16948095.0
2018-01-19,37800,37800,36500,37700,37690,638943.0,16948095.0
2018-01-22,37900,38400,36250,38300,59996,649112.0,16948095.0
2018-01-23,38450,38450,37550,38400,23595,650807.0,16948095.0
2018-01-24,38500,38500,37100,37100,19260,628774.0,16948095.0
2018-01-25,37500,38000,36650,37100,17921,628774.0,16948095.0
2018-01-26,37500,37500,36550,37300,16914,632164.0,16948095.0
2018-01-29,37450,37750,35500,35750,41131,605894.0,16948095.0
2018-01-30,36200,36500,34800,34800,36927,589794.0,16948095.0
2018-01-31,35300,36900,34850,36300,33412,615216.0,16948095.0
2018-02-01,36850,38750,36600,38100,68096,645722.0,16948095.0
2018-02-02,38700,38700,36650,37000,36387,627080.0,16948095.0
2018-02-05,35400,37600,35400,35500,37385,601657.0,16948095.0
2018-02-06,34000,39600,34000,39600,67563,671145.0,16948095.0
2018-02-07,39550,41500,38300,39850,115586,675382.0,16948095.0
2018-02-08,39850,41200,37050,38000,139219,644028.0,16948095.0
2018-02-09,36800,37500,36100,36150,40219,612674.0,16948095.0
2018-02-12,36400,37000,35500,35700,30535,605047.0,16948095.0
2018-02-13,35900,36900,34950,35300,26680,598268.0,16948095.0
2018-02-14,35300,36100,34800,36050,35777,610979.0,16948095.0
2018-02-19,36350,37000,35400,37000,24516,627080.0,16948095.0
2018-02-20,37000,37400,35150,35400,24993,599963.0,16948095.0
2018-02-21,35700,36800,35250,36800,19574,623690.0,16948095.0
2018-02-22,36650,37200,35700,37000,24828,627080.0,16948095.0
2018-02-23,36700,36950,35900,36800,16134,623690.0,16948095.0
2018-02-26,37200,37300,35150,36700,27319,621995.0,16948095.0
2018-02-27,36250,36900,34550,34550,56000,585557.0,16948095.0
2018-02-28,34700,34700,33400,33400,22841,566066.0,16948095.0
2018-03-02,32700,33950,32600,33950,47597,575388.0,16948095.0
2018-03-05,33250,34700,33150,33950,20649,575388.0,16948095.0
2018-03-06,34950,34950,34400,34800,33869,589794.0,16948095.0
2018-03-07,35400,35400,34400,34400,31073,583014.0,16948095.0
2018-03-08,34400,35700,34400,35150,22039,595726.0,16948095.0
2018-03-09,35250,38250,35250,38000,62530,644028.0,16948095.0
2018-03-12,37850,38950,36950,38950,26968,660128.0,16948095.0
2018-03-13,38200,38800,37550,38200,18057,647417.0,16948095.0
2018-03-14,37600,38200,36500,36600,34100,620300.0,16948095.0
2018-03-15,36500,38000,35850,37750,23876,639791.0,16948095.0
2018-03-16,37600,38100,36750,37900,16326,642333.0,16948095.0
2018-03-19,38000,38000,36950,37100,7653,628774.0,16948095.0
2018-03-20,36500,37050,36200,36750,10416,622842.0,16948095.0
2018-03-21,36300,36850,34800,35050,43686,594031.0,16948095.0
2018-03-22,35300,35550,34850,34850,13328,590641.0,16948095.0
2018-03-23,34750,35450,33250,33250,28069,563524.0,16948095.0
2018-03-26,33150,34500,33100,34500,16384,584709.0,16948095.0
2018-03-27,34100,34450,33300,33400,28849,566066.0,16948095.0
2018-03-28,33350,33850,33300,33500,14438,567761.0,16948095.0
2018-03-29,33550,34250,33550,34200,20284,579625.0,16948095.0
2018-03-30,33800,33950,33300,33400,30196,566066.0,16948095.0
2018-04-02,34200,35900,33950,33950,89320,575388.0,16948095.0
2018-04-03,33700,34650,33300,34250,33299,580472.0,16948095.0
2018-04-04,37400,40350,35250,35500,247101,601657.0,16948095.0
2018-04-05,36400,36500,34300,34650,54563,587251.0,16948095.0
2018-04-06,34500,34850,33300,33650,41910,570303.0,16948095.0
2018-04-09,33650,34600,33650,34100,26142,577930.0,16948095.0
2018-04-10,34550,34550,33550,33800,22566,572846.0,16948095.0
2018-04-11,34100,35450,33900,35000,53588,593183.0,16948095.0
2018-04-12,35050,35200,34300,34650,27824,587251.0,16948095.0
2018-04-13,34300,35200,34300,34400,67745,583014.0,16948095.0
2018-04-16,34700,34950,34450,34950,31953,592336.0,16948095.0
2018-04-17,35000,35550,34400,35050,29613,594031.0,16948095.0
2018-04-18,35100,35750,34750,35650,48722,604200.0,16948095.0
2018-04-19,36100,36750,35750,35750,67094,605894.0,16948095.0
2018-04-20,36600,36600,34800,35100,56701,594878.0,16948095.0
2018-04-23,35100,36350,34400,34450,60044,583862.0,16948095.0
