클리오(237880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-24,34450,36350,34450,36000,58905,610131.0,16948095.0
2018-04-25,36100,37100,35900,37000,84743,627479.0,16958895.0
2018-04-26,37450,37700,35700,36700,49324,622391.0,16958895.0
2018-04-27,36250,36900,35750,36800,27403,624087.0,16958895.0
2018-04-30,36450,37250,36100,36300,30743,615608.0,16958895.0
2018-05-02,36300,36700,35400,35650,32285,604585.0,16958895.0
2018-05-03,35650,35950,34900,34900,26126,591865.0,16958895.0
2018-05-04,35600,36650,35550,36000,52341,610520.0,16958895.0
2018-05-08,36750,36750,34750,34750,31864,589322.0,16958895.0
2018-05-09,34700,35650,34400,35600,29219,603737.0,16958895.0
2018-05-10,35600,35750,34750,35250,20581,597801.0,16958895.0
2018-05-11,35250,35750,34350,35000,31191,593561.0,16958895.0
2018-05-14,35000,35000,34150,34150,18974,579146.0,16958895.0
2018-05-15,34000,34050,31950,32300,100102,547772.0,16958895.0
2018-05-16,32200,32200,30100,30100,61655,510463.0,16958895.0
2018-05-17,30800,30850,30050,30300,51590,513855.0,16958895.0
2018-05-18,30400,31450,30250,31350,34869,531661.0,16958895.0
2018-05-21,30950,31000,30000,30150,36276,511311.0,16958895.0
2018-05-23,30150,30150,29450,29650,25069,502831.0,16958895.0
2018-05-24,29650,30700,29400,30700,25196,520638.0,16958895.0
2018-05-25,30600,30600,29050,29250,38735,496048.0,16958895.0
2018-05-28,29300,29800,28400,28750,53930,487568.0,16958895.0
2018-05-29,28650,28650,27550,27550,63602,467218.0,16958895.0
2018-05-30,27450,27550,25450,26000,116251,440931.0,16958895.0
2018-05-31,26450,26950,25800,26600,66949,451107.0,16958895.0
2018-06-01,26600,27400,26300,27200,24682,461282.0,16958895.0
2018-06-04,27200,27250,25150,26200,38455,444323.0,16958895.0
2018-06-05,26700,26700,25750,25800,33201,437539.0,16958895.0
2018-06-07,25900,26650,25900,26650,19749,451955.0,16958895.0
2018-06-08,26650,27500,26650,27150,27759,460434.0,16958895.0
2018-06-11,27050,27950,27050,27900,22599,473153.0,16958895.0
2018-06-12,28050,28150,27500,28000,27181,474849.0,16958895.0
2018-06-14,28050,28100,27300,27900,62862,473153.0,16958895.0
2018-06-15,27700,28400,27350,28400,62569,481633.0,16958895.0
2018-06-18,28400,28600,27550,28600,57653,485024.0,16958895.0
2018-06-19,28450,28600,27600,27600,18548,468066.0,16958895.0
2018-06-20,27550,28000,27000,27350,23486,463826.0,16958895.0
2018-06-21,27000,27350,26600,26600,19871,451107.0,16958895.0
2018-06-22,26600,27800,26350,27500,21554,466370.0,16958895.0
2018-06-25,27500,28000,27100,27550,13727,467218.0,16958895.0
2018-06-26,27550,27900,26700,27800,9375,471457.0,16958895.0
2018-06-27,27600,28750,27600,28100,15752,476545.0,16958895.0
2018-06-28,27600,29000,27600,28400,24090,481633.0,16958895.0
2018-06-29,28700,28900,27900,28450,23867,482481.0,16958895.0
2018-07-02,28450,28900,28000,28200,28056,478241.0,16958895.0
2018-07-03,28850,28850,28200,28500,14566,483329.0,16958895.0
2018-07-04,28500,28650,27950,28300,12056,479937.0,16958895.0
2018-07-05,28600,28650,26900,28250,19345,479089.0,16958895.0
2018-07-06,28200,28900,27650,28900,17855,490112.0,16958895.0
2018-07-09,29300,30250,28900,29400,49400,498592.0,16958895.0
2018-07-10,28950,29800,28700,28950,23952,490960.0,16958895.0
2018-07-11,28850,28850,27050,27750,33267,470609.0,16958895.0
2018-07-12,27900,27900,26900,27450,16156,465522.0,16958895.0
2018-07-13,27450,27650,26900,27450,6661,465522.0,16958895.0
2018-07-16,27450,27850,26900,27400,8760,464674.0,16958895.0
2018-07-17,27850,27850,27050,27100,6541,459586.0,16958895.0
2018-07-18,27000,27600,25250,25800,32856,437539.0,16958895.0
2018-07-19,25400,26050,24300,24300,28827,412101.0,16958895.0
2018-07-20,24200,24400,21950,22000,77480,373096.0,16958895.0
2018-07-23,22000,22350,21050,21050,36381,356985.0,16958895.0
2018-07-24,21800,21950,21000,21800,32228,369704.0,16958895.0
2018-07-25,21750,21800,21050,21300,23263,361224.0,16958895.0
2018-07-26,21250,21900,21250,21600,20850,366312.0,16958895.0
2018-07-27,21600,21600,21200,21400,10964,362920.0,16958895.0
2018-07-30,21200,21650,20900,21050,13663,356985.0,16958895.0
2018-07-31,21100,21550,20950,21150,13033,358681.0,16958895.0
2018-08-01,21600,22000,21200,21900,58133,371400.0,16958895.0
2018-08-02,21900,22000,20350,20550,64939,348505.0,16958895.0
2018-08-03,20750,20800,20400,20650,18958,350201.0,16958895.0
2018-08-06,21100,21100,20100,20250,41360,343418.0,16958895.0
2018-08-07,20450,20500,19950,20500,25644,347657.0,16958895.0
2018-08-08,20150,20450,19950,20000,25319,339178.0,16958895.0
2018-08-09,20050,20050,19150,19350,47202,328155.0,16958895.0
2018-08-10,19250,19350,18900,19300,20608,327307.0,16958895.0
2018-08-13,19300,19300,18150,18350,26083,311196.0,16958895.0
2018-08-14,18400,18800,18150,18350,31912,311196.0,16958895.0
2018-08-16,18400,18400,17300,18050,39510,306108.0,16958895.0
2018-08-17,18000,18200,17400,17450,35547,295933.0,16958895.0
2018-08-20,17500,17750,16850,17000,61672,288301.0,16958895.0
2018-08-21,17200,17350,16900,17300,68152,293389.0,16958895.0
2018-08-22,17450,17450,16900,16900,78103,286605.0,16958895.0
2018-08-23,17050,18750,17000,17300,637818,293389.0,16958895.0
2018-08-24,17350,17400,16350,16850,185908,285757.0,16958895.0
2018-08-27,17050,17200,16550,17000,104076,288301.0,16958895.0
2018-08-28,16900,17450,16850,17400,99970,295085.0,16958895.0
2018-08-29,17400,17500,16800,16900,131901,286605.0,16958895.0
2018-08-30,17300,18100,17100,17100,343858,289997.0,16958895.0
2018-08-31,17100,18200,17000,18100,209731,306956.0,16958895.0
2018-09-03,18200,18700,17950,18300,150016,310348.0,16958895.0
2018-09-04,18300,18400,17950,18150,66862,307804.0,16958895.0
2018-09-05,18150,18500,17650,17700,85432,300172.0,16958895.0
2018-09-06,17700,17850,17400,17500,56425,296781.0,16958895.0
2018-09-07,17350,17600,17050,17150,66052,290845.0,16958895.0
2018-09-10,17150,17500,16950,17300,47448,293389.0,16958895.0
2018-09-11,17450,18000,17350,17450,74726,295933.0,16958895.0
2018-09-12,17550,17600,17050,17200,50780,291693.0,16958895.0
2018-09-13,17300,17950,17050,17950,64954,304412.0,16958895.0
2018-09-14,17950,18500,17750,18500,136426,313740.0,16958895.0
2018-09-17,18550,19000,18050,19000,132061,322219.0,16958895.0
2018-09-18,18950,19200,18450,18550,118938,314588.0,16958895.0
2018-09-19,18700,18750,17900,17900,91351,303564.0,16958895.0
2018-09-20,18000,18300,17850,18000,52757,305260.0,16958895.0
2018-09-21,18250,18400,18000,18350,61662,311196.0,16958895.0
2018-09-27,18300,18700,18050,18550,69257,314588.0,16958895.0
2018-09-28,18400,18950,18350,18950,64897,321371.0,16958895.0
2018-10-01,19050,19900,18900,19800,200171,335786.0,16958895.0
2018-10-02,19950,20050,18500,18500,171480,313740.0,16958895.0
2018-10-04,18350,18500,17400,17600,107022,298477.0,16958895.0
2018-10-05,17450,17650,16900,17450,60535,295933.0,16958895.0
2018-10-08,17150,17800,16950,16950,40603,287453.0,16958895.0
2018-10-10,16800,17300,15500,15700,78640,266255.0,16958895.0
2018-10-11,14800,15300,14100,14300,87982,242512.0,16958895.0
2018-10-12,14000,14750,13850,14750,74296,250144.0,16958895.0
2018-10-15,14600,14650,14050,14050,76530,238272.0,16958895.0
2018-10-16,14050,14350,13900,13900,60721,235729.0,16958895.0
2018-10-17,14000,14450,13850,14150,69033,239968.0,16958895.0
2018-10-18,14200,14300,13500,13650,59048,231489.0,16958895.0
2018-10-19,13550,14200,13000,14150,63644,239968.0,16958895.0
2018-10-22,14050,14600,13950,14300,53118,242512.0,16958895.0
2018-10-23,14300,14300,13600,13850,48539,234881.0,16958895.0
2018-10-24,14000,14150,13400,13550,45184,229793.0,16958895.0
2018-10-25,12950,13300,12700,13150,77299,223009.0,16958895.0
2018-10-26,13200,13450,12000,12050,76069,204355.0,16958895.0
2018-10-29,11800,12300,10950,11000,82518,186548.0,16958895.0
2018-10-30,10200,11100,10200,10800,179051,183156.0,16958895.0
2018-10-31,10700,11050,10550,10900,595894,184852.0,16958895.0
2018-11-01,11150,11500,10750,11000,231634,186548.0,16958895.0
2018-11-02,11250,11800,11200,11600,259279,196723.0,16958895.0
2018-11-05,11550,11550,11000,11200,150065,189940.0,16958895.0
2018-11-06,11250,11500,10850,11000,149051,186548.0,16958895.0
2018-11-07,11150,11350,10700,10900,212544,184852.0,16958895.0
2018-11-08,11150,11450,10950,11400,233760,193331.0,16958895.0
2018-11-09,11300,11600,10750,10850,183959,184004.0,16958895.0
2018-11-12,10850,11250,10400,10750,167058,182308.0,16958895.0
2018-11-13,10500,10850,10300,10750,98721,182308.0,16958895.0
2018-11-14,10750,11700,10600,11100,212082,188244.0,16958895.0
2018-11-15,11200,11750,10900,11700,161269,198419.0,16958895.0
2018-11-16,11800,12200,11450,11700,321759,198419.0,16958895.0
2018-11-19,11800,12200,11700,12050,132402,204355.0,16958895.0
2018-11-20,11700,11800,11500,11650,102647,197571.0,16958895.0
2018-11-21,11450,13450,11000,12750,1291456,216226.0,16958895.0
2018-11-22,12700,13000,12150,12350,345337,209442.0,16958895.0
2018-11-23,12300,12350,11650,11750,225248,199267.0,16958895.0
2018-11-26,11800,12200,11600,12100,158124,205203.0,16958895.0
2018-11-27,12200,12350,11850,12250,151368,207746.0,16958895.0
2018-11-28,12350,12500,12000,12350,124350,209442.0,16958895.0
2018-11-29,12550,12650,12150,12150,157463,206051.0,16958895.0
2018-11-30,12050,12800,12050,12700,272334,215378.0,16958895.0
2018-12-03,13000,13100,12600,12800,165078,217074.0,16958895.0
2018-12-04,12800,12800,12250,12400,138904,210290.0,16958895.0
2018-12-05,12050,12350,11950,12150,92802,206051.0,16958895.0
2018-12-06,12200,12200,11250,11400,119963,193331.0,16958895.0
2018-12-07,11550,11650,11150,11450,71531,194179.0,16958895.0
2018-12-10,11450,12550,11200,11850,390646,200963.0,16958895.0
2018-12-11,11950,12000,11450,11500,104891,195027.0,16958895.0
2018-12-12,11500,13400,11500,13150,743241,223128.0,16967895.0
2018-12-13,13050,13700,12800,13500,410176,229067.0,16967895.0
2018-12-14,13350,14350,12800,13750,451352,233309.0,16967895.0
2018-12-17,13650,14100,13250,14100,227506,239247.0,16967895.0
2018-12-18,13750,16100,13650,14800,827808,251125.0,16967895.0
2018-12-19,14850,15000,14050,14150,322687,240096.0,16967895.0
2018-12-20,14000,14550,13350,13450,285399,228218.0,16967895.0
2018-12-21,13700,14550,13650,14000,336269,237551.0,16967895.0
2018-12-24,13950,14450,13650,13650,155718,231612.0,16967895.0
2018-12-26,13250,13950,13250,13700,275967,232460.0,16967895.0
2018-12-27,14100,14650,13650,14550,174218,246883.0,16967895.0
2018-12-28,14500,14800,14150,14450,120973,245186.0,16967895.0
2019-01-02,14550,14750,13650,13900,129491,235854.0,16967895.0
2019-01-03,13850,14000,12900,12950,161302,219734.0,16967895.0
2019-01-04,12550,12750,10850,10950,675491,185798.0,16967895.0
2019-01-07,11150,11200,10500,10900,332893,184950.0,16967895.0
2019-01-08,11000,11700,10950,11150,417807,189192.0,16967895.0
2019-01-09,11250,11500,11100,11350,165432,192586.0,16967895.0
2019-01-10,11400,11650,11250,11300,171857,191737.0,16967895.0
2019-01-11,11300,11450,11150,11200,108593,190040.0,16967895.0
2019-01-14,11250,11550,11050,11200,106122,190040.0,16967895.0
2019-01-15,11200,11350,11100,11250,125624,190889.0,16967895.0
2019-01-16,11350,11450,11100,11100,83650,188344.0,16967895.0
2019-01-17,11250,11300,10700,10850,140256,184102.0,16967895.0
2019-01-18,10850,11000,10600,10600,154958,179860.0,16967895.0
2019-01-21,10750,11200,10700,11050,129590,187495.0,16967895.0
2019-01-22,11050,11600,11050,11550,225862,195979.0,16967895.0
2019-01-23,11550,13600,11250,12350,1285453,209554.0,16967895.0
2019-01-24,12450,13400,12200,12900,470618,218886.0,16967895.0
2019-01-25,12800,13650,12800,13250,184754,224825.0,16967895.0
2019-01-28,13350,13450,12900,13200,127326,223976.0,16967895.0
2019-01-29,13000,13650,12950,13150,161219,223128.0,16967895.0
2019-01-30,13250,13900,13000,13600,206897,230763.0,16967895.0
2019-01-31,13650,13900,13100,13500,135700,229067.0,16967895.0
2019-02-01,13450,13550,12700,12850,186776,218037.0,16967895.0
2019-02-07,13000,13000,12550,12900,100071,218886.0,16967895.0
2019-02-08,12900,12900,12150,12200,232050,207008.0,16967895.0
2019-02-11,12200,12350,11650,12150,117603,206160.0,16967895.0
2019-02-12,12250,12600,12100,12500,110016,212099.0,16967895.0
2019-02-13,12550,13100,12350,13000,163102,220583.0,16967895.0
2019-02-14,13050,13400,12850,13050,225506,221431.0,16967895.0
2019-02-15,13050,15550,13000,14650,1954861,248580.0,16967895.0
2019-02-18,14650,15100,14350,14900,389597,252822.0,16967895.0
2019-02-19,14800,16850,14500,16400,1357385,278273.0,16967895.0
2019-02-20,16000,17350,15900,16700,905281,283364.0,16967895.0
2019-02-21,16700,17300,16350,16800,385139,285061.0,16967895.0
2019-02-22,16800,17250,16050,16450,284187,279122.0,16967895.0
2019-02-25,16550,16750,16200,16200,265771,274880.0,16967895.0
2019-02-26,16250,16450,15850,16300,184169,276577.0,16967895.0
2019-02-27,16300,17600,16200,16450,447419,279122.0,16967895.0
2019-02-28,16700,17200,15550,15650,352916,265548.0,16967895.0
2019-03-04,16050,17150,16000,16950,219896,287606.0,16967895.0
2019-03-05,17100,17400,15900,16000,275177,271486.0,16967895.0
2019-03-06,16100,16150,15150,15750,228401,267244.0,16967895.0
2019-03-07,15650,16600,15350,15900,287080,269790.0,16967895.0
2019-03-08,15900,16450,15600,16400,241125,278273.0,16967895.0
2019-03-11,16450,16900,16150,16700,296867,283364.0,16967895.0
2019-03-12,16850,17200,16050,16100,405084,273183.0,16967895.0
2019-03-13,16150,16450,15800,16050,133449,272335.0,16967895.0
2019-03-14,16250,17000,16150,17000,275484,288454.0,16967895.0
2019-03-15,17250,19550,17150,18900,1922593,320693.0,16967895.0
2019-03-18,19100,19300,18650,19300,411766,327480.0,16967895.0
2019-03-19,19400,19450,18200,18250,341093,309664.0,16967895.0
2019-03-20,18250,19400,17450,19400,460584,329177.0,16967895.0
2019-03-21,19450,19450,18450,19000,253164,322390.0,16967895.0
2019-03-22,18800,19550,18250,18850,261487,319845.0,16967895.0
2019-03-25,18400,18950,18250,18250,154399,309664.0,16967895.0
2019-03-26,18450,19450,18450,18800,237551,318996.0,16967895.0
2019-03-27,19150,19350,18550,18950,159699,321542.0,16967895.0
2019-03-28,19150,19150,18400,18700,103427,317300.0,16967895.0
2019-03-29,18800,19500,18200,19250,213409,326632.0,16967895.0
2019-04-01,20050,21800,19400,19400,752613,329177.0,16967895.0
2019-04-02,19850,21600,19800,20800,1002218,352932.0,16967895.0
2019-04-03,20600,21000,20300,20600,326317,349539.0,16967895.0
2019-04-04,20750,20750,20000,20300,238826,344448.0,16967895.0
2019-04-05,20400,20400,19550,19850,254494,336813.0,16967895.0
2019-04-08,19900,20650,19900,20300,321859,344448.0,16967895.0
2019-04-09,20050,20650,19500,20450,250954,346993.0,16967895.0
2019-04-10,20350,20550,19850,20000,165239,339358.0,16967895.0
2019-04-11,20000,20700,20000,20700,145919,351235.0,16967895.0
2019-04-12,20850,21000,20400,21000,152057,356326.0,16967895.0
2019-04-15,21100,24450,21100,23700,1274277,402139.0,16967895.0
2019-04-16,23800,23800,22350,22350,414780,379232.0,16967895.0
2019-04-17,22200,22900,21850,22450,254924,380929.0,16967895.0
2019-04-18,22450,22450,20900,21300,264178,361416.0,16967895.0
2019-04-19,21350,23250,21350,22000,557351,373294.0,16967895.0
2019-04-22,22100,22200,21350,21750,124281,369052.0,16967895.0
2019-04-23,21950,22200,21400,21700,128542,368203.0,16967895.0
2019-04-24,21850,21900,20950,21400,106796,363113.0,16967895.0
2019-04-25,21550,21550,19050,19600,368007,332571.0,16967895.0
2019-04-26,19450,21100,19400,20300,419572,344448.0,16967895.0
2019-04-29,20500,21450,20300,21200,184385,359719.0,16967895.0
2019-04-30,21200,21250,20500,20900,117153,354629.0,16967895.0
2019-05-02,20900,21150,20500,20700,86823,351235.0,16967895.0
2019-05-03,20500,21100,20500,20700,83682,351235.0,16967895.0
2019-05-07,20300,21250,19800,20950,108116,355477.0,16967895.0
2019-05-08,20650,21100,20500,20550,65433,348690.0,16967895.0
2019-05-09,20550,21100,19900,20000,113482,339358.0,16967895.0
2019-05-10,20000,21050,20000,20700,160196,351235.0,16967895.0
2019-05-13,20800,21850,20600,20900,215762,354629.0,16967895.0
2019-05-14,20800,22500,20800,22350,526928,379232.0,16967895.0
2019-05-15,22300,22350,21750,22000,179171,373294.0,16967895.0
2019-05-16,22000,22000,20900,21150,158790,358871.0,16967895.0
2019-05-17,21550,21600,20600,20850,130699,353781.0,16967895.0
2019-05-20,20700,21500,20400,20550,137591,348690.0,16967895.0
2019-05-21,20600,21400,20250,20450,139638,346993.0,16967895.0
2019-05-22,20550,20750,20000,20100,103243,341055.0,16967895.0
2019-05-23,20050,20050,18100,18950,436813,321542.0,16967895.0
2019-05-24,18950,18950,17400,18050,255780,306271.0,16967895.0
2019-05-27,17650,19400,17650,18650,148604,316451.0,16967895.0
2019-05-28,18850,20300,18850,19900,270431,337661.0,16967895.0
2019-05-29,19600,19600,18950,19350,64669,328329.0,16967895.0
2019-05-30,19250,19850,19000,19400,97965,329177.0,16967895.0
2019-05-31,19450,20000,19000,19000,113477,322390.0,16967895.0
2019-06-03,19000,20000,18950,19750,86760,335116.0,16967895.0
2019-06-04,19650,20350,19500,20100,89723,341055.0,16967895.0
2019-06-05,20400,21550,20400,21200,269403,359719.0,16967895.0
2019-06-07,21300,22000,21300,21850,100853,370749.0,16967895.0
2019-06-10,22550,22550,21450,22300,157030,378384.0,16967895.0
2019-06-11,22800,24650,22650,23800,860034,403836.0,16967895.0
2019-06-12,23700,25100,23550,25100,432957,425894.0,16967895.0
2019-06-13,25150,25800,24650,25150,254971,426743.0,16967895.0
2019-06-14,25200,27300,23950,23950,404922,406381.0,16967895.0
2019-06-17,24100,25550,23100,23300,343747,395352.0,16967895.0
2019-06-18,23750,25000,23650,24100,238346,408926.0,16967895.0
2019-06-19,24350,25750,24150,24800,231329,420804.0,16967895.0
2019-06-20,25300,25500,23600,24250,153190,411471.0,16967895.0
2019-06-21,24000,24200,22450,22500,234266,381778.0,16967895.0
2019-06-24,22750,23100,22450,22900,88329,388565.0,16967895.0
2019-06-25,22900,23350,21800,22450,181684,380929.0,16967895.0
2019-06-26,22900,23250,22500,22600,129760,383474.0,16967895.0
2019-06-27,22600,23200,22100,22950,133004,389413.0,16967895.0
2019-06-28,22950,23350,22050,22150,122389,375839.0,16967895.0
2019-07-01,22800,24300,22700,23450,363161,397897.0,16967895.0
2019-07-02,23250,23300,21750,22500,293897,381778.0,16967895.0
2019-07-03,22700,23050,22000,22500,104227,381778.0,16967895.0
2019-07-04,22550,22850,21700,22200,121502,376687.0,16967895.0
2019-07-05,22250,23100,21950,22600,123635,383474.0,16967895.0
2019-07-08,22600,23150,22100,22100,141824,374990.0,16967895.0
2019-07-09,22450,22850,22050,22200,96374,376687.0,16967895.0
2019-07-10,22300,22650,22050,22150,45679,375839.0,16967895.0
2019-07-11,22350,22500,21350,22100,120855,374990.0,16967895.0
2019-07-12,22250,22250,21600,21750,57397,369052.0,16967895.0
2019-07-15,21900,21900,20600,20700,142385,351235.0,16967895.0
2019-07-16,20700,21300,20000,20100,133193,341055.0,16967895.0
2019-07-17,20300,20300,18050,18350,434247,311361.0,16967895.0
2019-07-18,18350,18500,17200,17500,297376,296938.0,16967895.0
2019-07-19,17750,18450,17750,18000,159367,305422.0,16967895.0
2019-07-22,18000,18250,17350,17600,156219,298635.0,16967895.0
2019-07-23,17550,18300,17400,17900,136117,303725.0,16967895.0
2019-07-24,18100,18400,17750,17950,105082,304574.0,16967895.0
2019-07-25,18300,18800,17700,18550,95483,314754.0,16967895.0
2019-07-26,18550,18950,18100,18750,105387,318148.0,16967895.0
2019-07-29,18550,18750,17550,17550,120832,297787.0,16967895.0
2019-07-30,17950,19050,17800,18600,94848,315603.0,16967895.0
2019-07-31,18250,19200,17500,18800,158359,318996.0,16967895.0
2019-08-01,18800,18900,18300,18600,49929,315603.0,16967895.0
2019-08-02,18200,18700,18000,18100,33747,307119.0,16967895.0
2019-08-05,18000,18250,16800,17200,79451,291848.0,16967895.0
2019-08-06,16350,17950,15900,15900,133121,269790.0,16967895.0
2019-08-07,16000,17150,16000,17150,131928,290999.0,16967895.0
2019-08-08,17450,19900,17150,18250,318354,309664.0,16967895.0
2019-08-09,18300,18900,17650,18800,112141,318996.0,16967895.0
2019-08-12,19150,19800,18700,18900,132865,320693.0,16967895.0
2019-08-13,18700,19300,18550,19150,44350,324935.0,16967895.0
2019-08-14,19350,19500,17100,17650,375335,299483.0,16967895.0
2019-08-16,18200,18200,17400,17450,99011,296090.0,16967895.0
2019-08-19,17850,18350,17600,18100,78243,307119.0,16967895.0
2019-08-20,18100,19200,17750,18900,129325,320693.0,16967895.0
2019-08-21,18750,19000,18100,18250,113743,309664.0,16967895.0
2019-08-22,18400,18600,18050,18250,55489,309664.0,16967895.0
2019-08-23,18000,18400,17800,18150,70061,307967.0,16967895.0
2019-08-26,17750,17750,16800,17200,90956,291848.0,16967895.0
2019-08-27,17400,18050,17350,17450,44437,296090.0,16967895.0
2019-08-28,17400,17850,17350,17750,35523,301180.0,16967895.0
2019-08-29,17750,18100,17550,17800,42419,302029.0,16967895.0
2019-08-30,18200,18600,18150,18350,89751,311361.0,16967895.0
2019-09-02,18250,18900,18100,18900,74162,320693.0,16967895.0
2019-09-03,19250,21600,18750,20250,445765,343600.0,16967895.0
2019-09-04,20550,20900,19950,20450,151725,346993.0,16967895.0
2019-09-05,20450,20800,20050,20400,111237,346145.0,16967895.0
2019-09-06,20400,20500,19100,19250,158619,326632.0,16967895.0
2019-09-09,19350,20700,19350,20450,255511,346993.0,16967895.0
2019-09-10,20300,20750,19900,20250,121481,343600.0,16967895.0
2019-09-11,20250,20750,20150,20250,85884,343600.0,16967895.0
2019-09-16,20550,21500,20200,20650,198288,350387.0,16967895.0
2019-09-17,20500,20500,19850,20200,98543,342751.0,16967895.0
2019-09-18,20300,20300,19650,20100,50298,341055.0,16967895.0
2019-09-19,20250,20700,19800,20150,83557,341903.0,16967895.0
2019-09-20,20100,20200,19600,19850,73790,336813.0,16967895.0
2019-09-23,19700,20200,19550,20200,73280,342751.0,16967895.0
2019-09-24,20200,20900,19950,20050,155093,340206.0,16967895.0
2019-09-25,20150,20150,19150,19150,66473,324935.0,16967895.0
2019-09-26,19000,19700,18500,18600,89417,315603.0,16967895.0
2019-09-27,18550,20100,18550,19500,203486,330874.0,16967895.0
2019-09-30,19300,19500,18800,19000,86115,322390.0,16967895.0
2019-10-01,19150,19800,19050,19400,91841,329177.0,16967895.0
2019-10-02,19100,19100,18700,18750,62638,318148.0,16967895.0
2019-10-04,18600,18700,18150,18150,50463,307967.0,16967895.0
2019-10-07,18500,18800,18100,18450,45139,313058.0,16967895.0
