NH투자증권(005940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,13175,14542,13175,14140,3133040,707014.0,40171263.0
1999-01-05,14141,14622,13659,14462,2664020,723083.0,40171263.0
1999-01-06,14663,15025,14261,14301,1982560,715048.0,40171263.0
1999-01-07,15505,15586,14502,14702,2927850,735134.0,40171263.0
1999-01-08,14703,15748,14543,15185,2320100,759237.0,40171263.0
1999-01-11,15666,15666,14943,15425,1517930,771288.0,40171263.0
1999-01-12,15426,15426,14141,14341,1378720,717057.0,40171263.0
1999-01-13,14180,14462,13497,14060,1149890,702997.0,40171263.0
1999-01-14,13175,13658,12091,12533,1064080,626672.0,40171263.0
1999-01-15,12855,13296,12533,13096,1014630,654792.0,40171263.0
1999-01-18,13818,13899,12935,13015,755290,650774.0,40171263.0
1999-01-19,12855,13417,12212,13015,921040,650774.0,40171263.0
1999-01-20,13015,13175,12292,12292,578400,614620.0,40171263.0
1999-01-21,12052,12052,11168,11168,821730,558381.0,40171263.0
1999-01-22,10887,11811,10485,11248,1929310,562398.0,40171263.0
1999-01-25,11649,11649,10846,10846,932280,542312.0,40171263.0
1999-01-26,11248,11409,10123,10204,1135630,510175.0,40171263.0
1999-01-27,10284,11650,9803,11168,1669970,558381.0,40171263.0
1999-01-28,11087,11409,10685,10766,973540,538295.0,40171263.0
1999-01-29,10565,11328,10565,10927,767470,546329.0,40171263.0
1999-02-01,10926,11770,10805,11730,1524840,586500.0,40171263.0
1999-02-02,11730,11730,11088,11409,913360,570432.0,40171263.0
1999-02-03,11248,11248,10765,10886,463730,544321.0,40171263.0
1999-02-04,10846,11167,10685,10967,378600,548338.0,40171263.0
1999-02-05,10846,11569,10765,10927,835500,546329.0,40171263.0
1999-02-08,11087,11569,10926,11007,1016110,550346.0,40171263.0
1999-02-09,10926,11087,10685,10846,611950,542312.0,40171263.0
1999-02-10,10847,11209,10726,11168,613500,558381.0,40171263.0
1999-02-11,10927,11529,10927,11248,599070,562398.0,40171263.0
1999-02-12,11410,12293,11410,11971,1708120,598552.0,40171263.0
1999-02-18,12212,12251,11649,11650,1586930,582483.0,40171263.0
1999-02-19,11409,11409,10765,11007,951790,550346.0,40171263.0
1999-02-22,10921,10964,10234,10233,473940,478038.0,40171263.0
1999-02-23,10320,10577,9975,10233,608670,478038.0,40171263.0
1999-02-24,10234,10491,9890,9889,296840,461970.0,40171263.0
1999-02-25,9544,9846,9287,9545,759320,445901.0,40171263.0
1999-02-26,9545,9890,9460,9846,668380,541989.0,47335306.0
1999-03-02,9890,10448,9890,10319,1300090,596039.0,49669917.0
1999-03-03,10277,10707,10104,10319,874470,596039.0,49669917.0
1999-03-04,10319,10404,10060,10104,425400,583622.0,49669917.0
1999-03-05,9889,10190,9889,10061,486380,581138.0,49669917.0
1999-03-08,10664,11567,10491,11566,1455770,668060.0,49669917.0
1999-03-09,12040,12340,11695,12039,2362620,695379.0,49669917.0
1999-03-10,11780,12210,11609,12211,1053860,705313.0,49669917.0
1999-03-11,12297,13501,12211,13329,2510150,769884.0,49669917.0
1999-03-12,13586,13673,13027,13371,1907010,772367.0,49669917.0
1999-03-15,13760,13974,13330,13329,1511050,769884.0,49669917.0
1999-03-16,13070,13500,12984,13501,1089660,779818.0,49669917.0
1999-03-17,13844,14189,13500,13501,2762290,779818.0,49669917.0
1999-03-18,13330,13674,12297,12297,1281990,710280.0,49669917.0
1999-03-19,12641,12900,12297,12899,1212250,745049.0,49669917.0
1999-03-22,13157,13287,12727,12727,1068190,735115.0,49669917.0
1999-03-23,12727,12985,12555,12899,475630,745049.0,49669917.0
1999-03-24,12899,12899,12554,12641,561670,730148.0,49669917.0
1999-03-25,12469,12941,12469,12641,632750,733098.0,49870583.0
1999-03-26,12726,13027,12511,12984,1294760,753046.0,49870583.0
1999-03-29,12726,12899,12210,12211,1032270,708162.0,49870583.0
1999-03-30,12654,12743,12300,12521,625060,705669.0,49870583.0
1999-03-31,12565,12963,12387,12432,611700,702789.0,50020583.0
1999-04-01,12387,14157,12387,13980,2768750,790325.0,50020583.0
1999-04-02,14246,14689,14070,14069,2724980,795327.0,50020583.0
1999-04-06,14512,15751,14512,15397,3024040,870358.0,50020583.0
1999-04-07,15396,15927,14777,15042,2564710,850350.0,50020583.0
1999-04-08,15043,15707,14644,15662,1986280,885364.0,50020583.0
1999-04-09,15928,16282,15352,15839,2479090,895368.0,50020583.0
1999-04-12,16282,16370,15573,16104,1754360,910375.0,50020583.0
1999-04-13,15617,16369,15572,15750,1798330,890366.0,50020583.0
1999-04-14,15572,16104,15440,15529,2380070,1176211.0,67020583.0
1999-04-15,16105,17831,16105,17830,5505190,1350465.0,67020583.0
1999-04-16,18715,19600,17963,19157,6988870,1450996.0,67020583.0
1999-04-19,19909,20174,19024,20174,4348880,1528069.0,67020583.0
1999-04-20,20174,21413,19554,20617,4524170,1561580.0,67020583.0
1999-04-21,20528,22077,20086,20794,5032770,1574984.0,67020583.0
1999-04-22,20793,21236,19024,20440,4096730,1548175.0,67020583.0
1999-04-23,20793,22784,19997,22386,6823070,1695621.0,67020583.0
1999-04-26,24333,25704,23448,25705,4405580,1951325.0,67171249.0
1999-04-27,28580,29199,26103,27873,6700860,2115894.0,67171249.0
1999-04-28,26988,29112,26546,27607,4167000,2095743.0,67171249.0
1999-04-29,26987,27342,24333,24864,3128620,1891727.0,67321249.0
1999-04-30,24952,26810,24068,26545,4537840,2019637.0,67321249.0
1999-05-03,26546,27210,24953,25572,2197540,1945584.0,67321249.0
1999-05-04,25660,27342,25306,26368,3552890,2006173.0,67321249.0
1999-05-06,26810,27253,26280,26988,2885350,2053298.0,67321249.0
1999-05-07,27784,28315,26810,27430,3306460,2086959.0,67321249.0
1999-05-10,27165,27387,26546,26723,1874200,2033102.0,67321249.0
1999-05-11,25926,27608,24864,25572,2441290,1945584.0,67321249.0
1999-05-12,25219,26103,24599,25174,1757460,1915290.0,67321249.0
1999-05-13,24775,25040,23006,23094,1758050,1761000.0,67471249.0
1999-05-14,23448,23802,22165,22873,1813710,1744132.0,67471249.0
1999-05-17,22872,23581,22475,23094,2293510,1761000.0,67471249.0
1999-05-18,23271,23713,22386,23448,1397780,1787988.0,67471249.0
1999-05-19,23625,24289,23094,23271,1765690,1774494.0,67471249.0
1999-05-20,23007,23272,19821,19821,6562880,1511356.0,67471249.0
1999-05-21,17785,18493,16856,16856,8672460,1285327.0,67471249.0
1999-05-24,17167,17255,15573,16282,4516030,1241471.0,67471249.0
1999-05-25,16457,17121,16325,16458,2987950,1254965.0,67471249.0
1999-05-26,16192,17077,16192,17033,2260190,1298822.0,67471249.0
1999-05-27,17254,18493,17166,17564,4437410,1339304.0,67471249.0
1999-05-28,18139,18316,16192,17697,3575360,1349425.0,67471249.0
1999-05-31,17786,18096,16990,17166,1858910,1308942.0,67471249.0
1999-06-01,17077,17254,16502,16900,1334250,1288701.0,67471249.0
1999-06-02,16990,19423,16812,19423,3848940,1480994.0,67471249.0
1999-06-03,20307,20705,18669,19467,6346480,1484367.0,67471249.0
1999-06-04,19643,19997,18980,19112,2760470,1457379.0,67471249.0
1999-06-07,19157,20882,18803,19909,5768770,1518103.0,67471249.0
1999-06-08,20264,20794,19821,20529,3741960,1565333.0,67471249.0
1999-06-09,20351,21148,18581,18582,3085870,1416896.0,67471249.0
1999-06-10,18669,19997,18227,19997,2208350,1524850.0,67471249.0
1999-06-11,19910,20706,19467,19865,1772150,1514730.0,67471249.0
1999-06-14,19555,19866,18626,19201,1172300,1464126.0,67471249.0
1999-06-15,19820,19997,18625,19289,3847200,1470873.0,67471249.0
1999-06-16,19378,19687,18581,18803,1903150,1433764.0,67471249.0
1999-06-17,18581,19201,17652,18139,3319080,1383161.0,67471249.0
1999-06-18,17697,18494,16813,16989,2256980,1295448.0,67471249.0
1999-06-21,16989,17254,15572,16370,3144520,1248218.0,67471249.0
1999-06-22,15618,16990,15043,16104,4527370,1227977.0,67471249.0
1999-06-23,16634,17519,16590,17255,3967830,1315689.0,67471249.0
1999-06-24,17519,19024,17519,17962,3628430,1369666.0,67471249.0
1999-06-25,17741,18272,17077,17564,1342270,1389467.0,69998340.0
1999-06-28,17697,18052,16857,17210,1344920,1361468.0,69998340.0
1999-06-29,16634,17785,16634,17564,1362700,1389467.0,69998340.0
1999-06-30,17342,17563,16502,17255,1081590,1364968.0,69998340.0
1999-07-01,16634,17519,16634,17255,1688180,1364968.0,69998340.0
1999-07-02,17519,18537,17387,17476,1984180,1382467.0,69998340.0
1999-07-05,18052,20087,17963,20086,4769720,1588962.0,69998340.0
1999-07-06,20351,21103,19112,19467,3367830,1539963.0,69998340.0
1999-07-07,19467,20175,19025,19423,2393780,1536464.0,69998340.0
1999-07-08,19510,19865,19024,19467,1945140,1539963.0,69998340.0
1999-07-09,20175,21591,20087,20750,4951600,1641461.0,69998340.0
1999-07-12,21237,22741,19910,20086,3648870,1588962.0,69998340.0
1999-07-13,19910,20617,19025,19201,1706340,1518964.0,69998340.0
1999-07-14,19466,19731,18669,19112,1507470,1511964.0,69998340.0
1999-07-15,18847,19467,18759,19423,966070,1536464.0,69998340.0
1999-07-16,19422,20307,19112,19909,1769540,1574963.0,69998340.0
1999-07-19,20174,20439,19510,19997,1458460,1581962.0,69998340.0
1999-07-20,19643,19909,19024,19024,933270,1504964.0,69998340.0
1999-07-21,18581,18847,17741,17918,956060,1417466.0,69998340.0
1999-07-22,18140,20264,17919,20263,1505250,1602962.0,69998340.0
1999-07-23,20263,20263,17696,17697,1559870,1399967.0,69998340.0
1999-07-26,17254,17519,15396,15927,1086300,1259970.0,69998340.0
1999-07-27,16015,17519,16015,16812,1268510,1329968.0,69998340.0
1999-07-28,16813,18052,16547,16989,1400420,1343968.0,69998340.0
1999-07-29,17167,18052,16990,17432,1326350,1378967.0,69998340.0
1999-07-30,17432,17609,16105,16104,1485850,1273970.0,69998340.0
1999-08-02,16104,16634,15484,15927,1441040,1259970.0,69998340.0
1999-08-03,15840,16591,15751,16104,972340,1273970.0,69998340.0
1999-08-04,16193,17875,16193,16724,2044280,1322969.0,69998340.0
1999-08-05,16457,16900,15839,15927,917980,1259970.0,69998340.0
1999-08-06,16370,16724,16016,16326,600250,1291469.0,69998340.0
1999-08-09,16325,18139,16104,17077,2056280,1350968.0,69998340.0
1999-08-10,17210,18051,16546,17962,1692430,1420966.0,69998340.0
1999-08-11,17963,18582,17343,17388,2063880,1375467.0,69998340.0
1999-08-12,17696,19024,17342,18582,2879640,1469965.0,69998340.0
1999-08-13,17697,18273,16547,18051,2009250,1427966.0,69998340.0
1999-08-16,18051,18758,17696,18006,1294880,1424466.0,69998340.0
1999-08-17,18140,18538,16282,16282,1156350,1287969.0,69998340.0
1999-08-18,15618,17167,15529,16547,1320420,1308969.0,69998340.0
1999-08-19,16369,17652,16369,17255,1397130,1364968.0,69998340.0
1999-08-20,17342,18891,16900,18405,2274370,1455965.0,69998340.0
1999-08-23,18848,20175,18582,18936,4492300,1497964.0,69998340.0
1999-08-24,19466,19909,18847,19909,3097160,1574963.0,69998340.0
1999-08-25,19775,20837,19554,20351,3495580,1609962.0,69998340.0
1999-08-26,20351,20616,19731,20351,1844590,1609962.0,69998340.0
1999-08-27,20087,20264,18228,20263,4458740,1602962.0,69998340.0
1999-08-30,19644,20087,18937,18936,856800,1497964.0,69998340.0
1999-08-31,18316,18936,18006,18139,837530,1434966.0,69998340.0
1999-09-01,18360,18404,16634,16812,894380,1329968.0,69998340.0
1999-09-02,16105,16901,16105,16724,1076260,1322969.0,69998340.0
1999-09-03,16546,17431,16457,16812,1001370,1329968.0,69998340.0
1999-09-06,16193,17078,16193,16989,388400,1343968.0,69998340.0
1999-09-07,16856,17342,16856,17299,456040,1368468.0,69998340.0
1999-09-08,16946,17211,16635,16989,406760,1343968.0,69998340.0
1999-09-09,16812,17741,16768,17255,827500,1364968.0,69998340.0
1999-09-10,17342,18581,17254,18582,1376420,1469965.0,69998340.0
1999-09-13,19024,19378,18183,18582,817420,1469965.0,69998340.0
1999-09-14,18581,19333,18404,18847,760570,1490965.0,69998340.0
1999-09-15,18848,19202,18228,18494,466250,1462965.0,69998340.0
1999-09-16,18493,19909,18316,19024,3428930,1504964.0,69998340.0
1999-09-17,19025,19290,17963,19201,2287790,1518964.0,69998340.0
1999-09-20,19466,19554,18581,18582,1069560,1469965.0,69998340.0
1999-09-21,18758,19333,18669,19289,1130010,1525964.0,69998340.0
1999-09-22,19289,20660,18891,20351,3243330,1609962.0,69998340.0
1999-09-27,20706,21635,20219,20971,3331880,1658961.0,69998340.0
1999-09-28,21324,21324,20174,20617,2190350,1630961.0,69998340.0
1999-09-29,20616,22342,20351,20794,5086130,1644961.0,69998340.0
1999-09-30,21059,21236,19466,19467,2089300,1539963.0,69998340.0
1999-10-01,19466,19909,17962,18847,1586610,1490965.0,69998340.0
1999-10-04,18625,19731,18581,18582,1492800,1469965.0,69998340.0
1999-10-05,18848,19202,16813,17166,1195660,1357968.0,69998340.0
1999-10-06,17697,18538,16990,18317,1288260,1448966.0,69998340.0
1999-10-07,18582,19732,18317,19600,1543470,1550463.0,69998340.0
1999-10-08,19025,20706,19025,19644,4134860,1553963.0,69998340.0
1999-10-11,19953,20086,19289,19334,824340,1529464.0,69998340.0
1999-10-12,18891,19731,18891,19732,966120,1560963.0,69998340.0
1999-10-13,19731,20484,19333,20351,1503410,1609962.0,69998340.0
1999-10-14,20263,23360,20130,23006,7786930,1819957.0,69998340.0
1999-10-15,23006,23846,22386,22652,7108110,1791958.0,69998340.0
1999-10-18,21723,23184,21546,21591,3170190,1707959.0,69998340.0
1999-10-19,22386,22386,20439,20440,3280150,1616962.0,69998340.0
1999-10-20,20971,23492,20882,22564,4007840,1784958.0,69998340.0
1999-10-21,23094,23227,21501,21679,2971350,1714959.0,69998340.0
1999-10-22,22121,22740,21324,22386,1897840,1770958.0,69998340.0
1999-10-25,22209,22961,21369,21944,2294030,1735959.0,69998340.0
1999-10-26,21679,21945,20882,20971,1343760,1658961.0,69998340.0
1999-10-27,20793,21545,20793,20794,891860,1644961.0,69998340.0
1999-10-28,20351,22121,19731,22121,1531380,1749958.0,69998340.0
1999-10-29,22918,24024,22387,22918,3473180,1812957.0,69998340.0
1999-11-01,24599,25926,23891,25572,5301570,2563255.0,88693940.0
1999-11-02,25483,26943,25130,26368,5982230,2643079.0,88693940.0
1999-11-03,26811,27121,25794,25794,8655620,2585428.0,88693940.0
1999-11-04,25837,26412,25130,25970,3214960,2603167.0,88693940.0
1999-11-05,25970,26369,24953,25395,2386060,2545516.0,88693940.0
1999-11-08,25040,26810,24863,26545,3466050,2660818.0,88693940.0
1999-11-09,25748,27430,25748,27430,2517610,2749512.0,88693940.0
1999-11-10,27430,28315,26368,26545,2731560,2671570.0,89052338.0
1999-11-11,26369,27254,25749,26280,2188280,2644854.0,89052338.0
1999-11-12,26987,29111,26191,27696,4396700,2787338.0,89052338.0
1999-11-15,29466,29864,28316,29112,2969000,2929822.0,89052338.0
1999-11-16,29155,30084,28757,30085,2645640,3027779.0,89052338.0
1999-11-17,30969,31323,29199,29465,3107400,2968789.0,89152823.0
1999-11-18,29465,29907,27253,28403,2141090,2861806.0,89152823.0
1999-11-19,28757,29509,28315,28624,1615210,2884094.0,89152823.0
1999-11-22,28316,28714,26988,27607,1359330,2781568.0,89152823.0
1999-11-23,26810,28492,26722,27474,1614770,2768195.0,89152823.0
1999-11-24,26589,27165,26280,26634,1328910,2683500.0,89152823.0
1999-11-25,26457,26943,24598,24599,2957700,2478448.0,89152823.0
1999-11-26,25040,25218,22209,22386,3636830,2255566.0,89152823.0
1999-11-29,22652,23184,21502,22741,2908870,2291228.0,89152823.0
1999-11-30,23095,24953,22918,24245,3351930,2442787.0,89152823.0
1999-12-01,23890,24200,22828,23006,2043110,2405061.0,92502345.0
1999-12-02,23094,23802,22254,22785,1766140,2381935.0,92502345.0
1999-12-03,22209,23271,22121,22652,1107760,2368060.0,92502345.0
1999-12-06,22828,23094,21988,22564,1709060,2358810.0,92502345.0
1999-12-07,22828,22917,21148,22121,2210540,2312559.0,92502345.0
1999-12-08,22121,22740,20882,22121,3212400,2312559.0,92502345.0
1999-12-09,22216,22504,20732,21403,2191990,2067427.0,92502345.0
1999-12-10,20972,24611,20780,24611,3588760,2377310.0,92502345.0
1999-12-13,25137,25808,24036,24611,3180520,2377310.0,92502345.0
1999-12-14,24994,26047,24611,24707,2620560,2386561.0,92502345.0
1999-12-15,24419,24515,22887,23270,1218640,2247807.0,92502345.0
1999-12-16,22504,24084,22216,22792,1545760,2201556.0,92502345.0
1999-12-17,22983,23461,21642,21930,1229180,2118304.0,92502345.0
1999-12-20,21929,22408,21067,21068,1299610,2035052.0,92502345.0
1999-12-21,21498,21786,19391,19536,2105920,1887048.0,92502345.0
1999-12-22,19727,20301,18577,19344,2704350,1868547.0,92502345.0
1999-12-23,19727,20014,18482,18482,2360620,1785295.0,92502345.0
1999-12-24,18673,20924,18530,19296,4216720,1863922.0,92502345.0
1999-12-27,19535,19822,18769,18769,1854050,1813046.0,92502345.0
1999-12-28,18577,19487,18194,18482,2555350,1785295.0,92502345.0
2000-01-04,19152,21211,19008,21211,2330680,2048927.0,92502345.0
2000-01-05,21307,22887,20301,22504,4455610,2173805.0,92502345.0
2000-01-06,22983,23078,20876,21068,2237400,2035052.0,92502345.0
2000-01-07,21929,22791,21307,22025,3228210,2127554.0,92502345.0
2000-01-10,22695,23461,22121,22217,2509580,2146054.0,92502345.0
2000-01-11,21738,22504,21163,22025,1981800,2127554.0,92502345.0
2000-01-12,22169,23222,21546,22313,3376570,2155305.0,92502345.0
2000-01-13,22312,23940,22312,23941,2479740,2312559.0,92502345.0
2000-01-14,23940,24323,22695,22983,1869870,2220056.0,92502345.0
2000-01-17,23461,23701,22887,23462,1381630,2266307.0,92502345.0
2000-01-18,23749,23844,22408,22504,1077860,2173805.0,92502345.0
2000-01-19,21833,22216,21067,21068,1108950,2035052.0,92502345.0
2000-01-20,20397,21690,19631,21307,1430540,2058177.0,92502345.0
2000-01-21,20684,21833,20397,20924,889090,2021176.0,92502345.0
2000-01-24,20205,21163,19918,20110,1467630,1942549.0,92502345.0
2000-01-25,19439,20828,19344,20110,1444800,1942549.0,92502345.0
2000-01-26,20397,21738,20110,21116,2072550,2039677.0,92502345.0
2000-01-27,21259,24132,21163,23606,3534080,2280183.0,92502345.0
2000-01-28,23653,24706,23030,24132,3461440,2331059.0,92502345.0
2000-01-31,23174,25472,23174,24994,4660820,3197311.0,122502345.0
2000-02-01,25664,25808,24084,25090,3546630,3209561.0,122502345.0
2000-02-02,24802,26622,24515,25617,4709550,3276938.0,122502345.0
2000-02-03,25616,25951,24898,25186,2168280,3221812.0,122502345.0
2000-02-07,25185,25999,24467,25138,2533710,3215687.0,122502345.0
2000-02-08,24898,25951,24658,24707,2242850,3160561.0,122502345.0
2000-02-09,24515,25568,23749,24707,2981980,3160561.0,122502345.0
2000-02-10,24132,25233,23653,23989,2301500,3068684.0,122502345.0
2000-02-11,24323,24563,22600,22696,2851720,2903306.0,122502345.0
2000-02-14,22025,23366,21738,22121,2336960,2829804.0,122502345.0
2000-02-15,22599,23270,22169,22313,2529160,2854305.0,122502345.0
2000-02-16,22600,23126,20876,21786,2266410,2786928.0,122502345.0
2000-02-17,21067,22216,21067,22121,1831530,2829804.0,122502345.0
2000-02-18,21546,21881,20636,20637,1745620,2639926.0,122502345.0
2000-02-21,19727,21067,19391,20206,1629220,2584799.0,122502345.0
2000-02-22,20205,21067,19679,19871,1825840,2541924.0,122502345.0
2000-02-23,21498,22839,20636,22552,3896890,2884930.0,122502345.0
2000-02-24,21642,22408,20588,20828,3136730,2664426.0,122502345.0
2000-02-25,20349,21642,19918,20972,2299060,2682801.0,122502345.0
2000-02-28,20014,20588,19631,19775,1437720,2529673.0,122502345.0
2000-02-29,20876,21067,19008,19344,1599260,2474547.0,122502345.0
2000-03-02,18961,20588,18386,20493,3302470,2621550.0,122502345.0
2000-03-03,20110,20349,19152,19153,2027540,2450047.0,122502345.0
2000-03-06,19439,20924,19056,20158,2999500,2578674.0,122502345.0
2000-03-07,19822,20493,19439,19919,1857130,2548049.0,122502345.0
2000-03-08,19439,20972,19439,19727,1961390,2523548.0,122502345.0
2000-03-09,19775,19966,19152,19153,2449350,2450047.0,122502345.0
2000-03-10,19200,19918,18338,18386,2932660,2352045.0,122502345.0
2000-03-13,18482,18625,16758,16758,3044510,2143791.0,122502345.0
2000-03-14,15896,17428,15609,16280,3367730,2082540.0,122502345.0
2000-03-15,16088,16662,15226,15370,3026180,1966163.0,122502345.0
2000-03-16,15800,16136,14555,14939,3744820,1911037.0,122502345.0
2000-03-17,15513,16758,15322,16136,5863510,2064165.0,122502345.0
2000-03-20,16279,16423,15800,16088,2355100,2058039.0,122502345.0
2000-03-21,16279,16471,15417,15514,1822180,1984538.0,122502345.0
2000-03-22,15896,16997,15609,16758,3342040,2143791.0,122502345.0
2000-03-23,16710,17620,16231,16758,3082990,2143791.0,122502345.0
2000-03-24,17237,17333,16231,16950,1711640,2168292.0,122502345.0
2000-03-27,16950,18961,16758,18626,3925150,2382671.0,122502345.0
2000-03-28,18147,18577,17285,17668,2537720,2260168.0,122502345.0
2000-03-29,17285,17428,15800,15897,3513670,2033539.0,122502345.0
2000-03-30,14891,14938,13598,13886,3466520,1776284.0,122502345.0
2000-03-31,13981,14364,13311,13790,2670410,1764034.0,122502345.0
2000-04-03,13885,14077,11730,11922,2505370,1525154.0,122502345.0
2000-04-04,12113,12640,11539,12353,4037130,1580280.0,122502345.0
2000-04-06,12449,12497,11587,11587,1678190,1482278.0,122502345.0
2000-04-07,11683,12161,11300,11922,2855010,1525154.0,122502345.0
2000-04-10,12018,13215,11491,12449,3698540,1592530.0,122502345.0
2000-04-11,12832,13215,12449,12449,2025280,1592530.0,122502345.0
2000-04-12,12497,13550,12449,12784,2865610,1635406.0,122502345.0
2000-04-14,12784,13694,12449,13407,2313850,1715033.0,122502345.0
2000-04-17,12640,12736,11395,11444,2082480,1463903.0,122502345.0
2000-04-18,12401,12401,11587,11970,1614780,1531279.0,122502345.0
2000-04-19,11970,12209,11347,11492,1456050,1470028.0,122502345.0
2000-04-20,11491,11683,11012,11396,1467010,1457778.0,122502345.0
2000-04-21,11491,11683,11395,11492,890670,1470028.0,122502345.0
2000-04-24,11491,11491,10725,10821,939210,1384276.0,122502345.0
2000-04-25,10821,10869,9959,10151,1154100,1298525.0,122502345.0
2000-04-26,10342,10486,9097,9299,1530780,1189498.0,122502345.0
2000-04-27,9298,9863,9001,9442,1900010,1207873.0,122502345.0
2000-04-28,9576,10677,9490,10055,2538080,1286275.0,122502345.0
2000-05-02,10246,10533,9672,10055,2156560,1286275.0,122502345.0
2000-05-03,9767,10725,9719,10438,1931790,1335276.0,122502345.0
2000-05-04,10533,11204,10246,10438,1606490,1335276.0,122502345.0
2000-05-08,10629,10916,10438,10630,1156100,1359776.0,122502345.0
2000-05-09,10438,10773,9959,9959,669650,1274024.0,122502345.0
2000-05-10,9863,10055,9461,9481,1243820,1212773.0,122502345.0
2000-05-12,9576,9672,9154,9184,942840,1174797.0,122502345.0
2000-05-15,9183,9202,8044,8054,1394710,1030245.0,122502345.0
2000-05-16,8149,8331,7775,7996,1185370,1022895.0,122502345.0
2000-05-17,7996,7996,6799,6799,1991590,869767.0,122502345.0
2000-05-18,6339,6971,6042,6617,3050260,846491.0,122502345.0
2000-05-19,6416,6894,6291,6416,1666230,820766.0,122502345.0
2000-05-22,6416,6789,6100,6100,1823130,780340.0,122502345.0
2000-05-23,5870,6847,5870,6225,2761530,796265.0,122502345.0
2000-05-24,6320,7153,6157,7153,3921500,915093.0,122502345.0
2000-05-25,7277,8226,7277,8226,3562080,1052295.0,122502345.0
2000-05-26,8139,8609,7000,7039,4663140,900392.0,122502345.0
2000-05-29,6703,8091,6607,8092,3527130,1035145.0,122502345.0
2000-05-30,8752,9298,8293,8619,6072700,1102521.0,122502345.0
2000-05-31,8829,9911,8714,9911,4776890,1267899.0,122502345.0
2000-06-01,10007,10677,9624,9911,6213150,1267899.0,122502345.0
2000-06-02,10821,11347,10390,11013,6255390,1408777.0,122502345.0
2000-06-05,11874,12640,11491,12641,6297750,1617031.0,122502345.0
2000-06-07,12449,14077,12353,12880,8826490,1647657.0,122502345.0
2000-06-08,13119,13215,11539,12306,5333240,1574155.0,122502345.0
2000-06-09,12018,13167,11635,12449,6010870,1592530.0,122502345.0
2000-06-12,12449,13358,12066,12928,4548030,1653782.0,122502345.0
2000-06-13,12832,13741,12066,12066,6822280,1543530.0,122502345.0
2000-06-14,12257,12401,10773,10821,4640120,1384276.0,122502345.0
2000-06-15,10869,11252,9767,9959,4267010,1274024.0,122502345.0
2000-06-16,9959,10486,9672,9911,2970590,1267899.0,122502345.0
2000-06-19,9911,10198,9097,9097,2135290,1163772.0,122502345.0
2000-06-20,9528,10438,9403,10438,3526690,1335276.0,122502345.0
2000-06-21,11060,11970,11012,11396,8634490,1457778.0,122502345.0
2000-06-22,11970,12449,11156,11779,5110140,1506779.0,122502345.0
2000-06-23,11491,12161,11300,12066,3076390,1543530.0,122502345.0
