LS산전(010120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-03-15,16280,16441,15687,16010,5079630,384988.0,129625586.0
2002-03-18,16334,17034,16010,16495,3036377,396654.0,129625586.0
2002-03-19,16226,16711,16118,16171,1810102,388877.0,129625586.0
2002-03-20,16172,16441,15633,15632,2162456,375914.0,129625586.0
2002-03-21,15363,15983,15202,15686,1293902,377210.0,129625586.0
2002-03-22,15741,16927,15687,16657,3203193,400543.0,129625586.0
2002-03-25,17250,18813,16927,18139,4026060,436190.0,129625586.0
2002-03-26,17951,18652,17250,17250,1748590,414802.0,129625586.0
2002-03-27,17789,17870,17304,17519,1311380,421283.0,129625586.0
2002-03-28,17627,18005,17250,17250,1208545,414802.0,129625586.0
2002-03-29,17250,17546,16819,16872,835317,405728.0,129625586.0
2002-04-01,16711,16819,15929,15956,1207307,383692.0,129625586.0
2002-04-02,15956,16603,15902,16360,836480,393414.0,129625586.0
2002-04-03,15956,16441,15956,16279,794760,391469.0,129625586.0
2002-04-04,16172,17520,16118,17519,1564640,421283.0,129625586.0
2002-04-08,17897,18166,17385,17573,1483040,422579.0,129625586.0
2002-04-09,17304,17627,16873,16872,750760,405728.0,129625586.0
2002-04-10,17250,17304,16630,17196,986980,413506.0,129625586.0
2002-04-11,17088,18220,16927,17519,2382633,421283.0,129625586.0
2002-04-12,17412,18867,17304,18435,4138410,443320.0,129625586.0
2002-04-15,18759,18867,18059,18408,1847741,442671.0,129625586.0
2002-04-16,18436,20107,18139,19945,5477646,479615.0,129625586.0
2002-04-17,20188,21185,19945,20187,5171436,485448.0,129625586.0
2002-04-18,20188,22802,20053,21454,8012516,515910.0,129625586.0
2002-04-19,22048,22506,21482,21885,5422538,526280.0,129625586.0
2002-04-22,22641,22641,19838,19918,4657210,478967.0,129625586.0
2002-04-23,19676,20269,18948,19783,2221153,475726.0,129625586.0
2002-04-24,19784,20296,19110,19136,2075521,460171.0,129625586.0
2002-04-25,18705,18975,17061,17411,1896420,418691.0,129625586.0
2002-04-26,17520,18193,17358,18193,1289061,437486.0,129625586.0
2002-04-29,17789,17816,17088,17303,1172330,416098.0,129625586.0
2002-04-30,17142,17654,17088,17492,1001622,420635.0,129625586.0
2002-05-02,18166,18274,17789,17842,881151,429061.0,129625586.0
2002-05-03,17681,17843,17250,17573,925699,422579.0,129625586.0
2002-05-06,17331,17708,17142,17250,779830,414802.0,129625586.0
2002-05-07,16711,16980,16361,16710,938337,401839.0,129625586.0
2002-05-08,16927,17142,16711,16710,985014,401839.0,129625586.0
2002-05-09,17304,17466,16495,16710,1438596,401839.0,129625586.0
2002-05-10,16414,16819,16091,16171,1285740,388877.0,129625586.0
2002-05-13,15633,16010,15525,15821,808034,380451.0,129625586.0
2002-05-14,16118,16145,15687,15794,898160,379803.0,129625586.0
2002-05-15,16172,17034,16145,16630,2310782,399895.0,129625586.0
2002-05-16,16468,16657,16199,16225,1113090,390173.0,129625586.0
2002-05-17,16495,16603,16064,16225,1627550,390173.0,129625586.0
2002-05-20,16603,16873,16361,16360,2158476,393414.0,129625586.0
2002-05-21,16361,16441,15902,15902,1352531,382395.0,129625586.0
2002-05-22,16064,16064,15579,15902,727180,382395.0,129625586.0
2002-05-23,15983,16145,15633,15659,1090711,376562.0,129625586.0
2002-05-24,15579,15848,15309,15417,943650,370729.0,129625586.0
2002-05-27,15255,15363,14447,14824,1063617,356470.0,129625586.0
2002-05-28,14582,14824,13962,14339,1130936,344804.0,129625586.0
2002-05-29,13908,14070,13504,13853,1169830,333138.0,129625586.0
2002-05-30,13477,14285,13477,13665,705189,328601.0,129625586.0
2002-05-31,13665,14177,13665,14123,958060,339619.0,129625586.0
2002-06-03,14123,14905,14096,14662,966342,352582.0,129625586.0
2002-06-04,14339,14663,14043,14662,436550,352582.0,129625586.0
2002-06-05,14663,14932,14555,14554,440580,349989.0,129625586.0
2002-06-07,14555,14555,14150,14285,454190,343508.0,129625586.0
2002-06-10,14555,14555,14285,14473,336800,348045.0,129625586.0
2002-06-11,14474,14528,14231,14366,313320,345452.0,129625586.0
2002-06-12,14339,15121,14312,14985,900756,360359.0,129625586.0
2002-06-14,15148,15875,15013,15794,825490,379803.0,129625586.0
2002-06-17,15795,15848,15363,15390,473336,370081.0,129625586.0
2002-06-18,15552,15687,14932,14932,553064,359063.0,129625586.0
2002-06-19,14770,15175,14123,14177,704289,340915.0,129625586.0
2002-06-20,14177,14636,14070,14339,601400,344804.0,129625586.0
2002-06-21,14123,14878,14096,14608,376640,351285.0,129625586.0
2002-06-24,14339,14555,14150,14150,365740,340267.0,129625586.0
2002-06-25,14258,14501,13908,13907,343305,334434.0,129625586.0
2002-06-26,13477,13504,11994,12075,726010,290361.0,129625586.0
2002-06-27,12614,12614,12183,12371,522840,297491.0,129625586.0
2002-06-28,12533,13288,12533,13153,743650,316286.0,129625586.0
2002-07-02,12479,13099,12452,12991,339080,312398.0,129625586.0
2002-07-03,12722,13315,12614,13153,435112,316286.0,129625586.0
2002-07-04,13477,13504,13099,13368,511190,321471.0,129625586.0
2002-07-05,13369,13908,13207,13746,804692,330545.0,129625586.0
2002-07-08,14231,14231,13584,13611,720440,327305.0,129625586.0
2002-07-09,13477,13908,13477,13907,369825,334434.0,129625586.0
2002-07-10,13827,14204,13611,14069,536260,338323.0,129625586.0
2002-07-11,13935,14339,13746,13826,896884,332490.0,129625586.0
2002-07-12,13935,14285,13908,14285,576210,343508.0,129625586.0
2002-07-15,14285,14905,13908,14446,1178513,347397.0,129625586.0
2002-07-16,14393,14663,13584,13692,623580,329249.0,129625586.0
2002-07-18,13692,14285,13692,13853,486530,333138.0,129625586.0
2002-07-19,13530,13530,13099,13314,560480,320175.0,129625586.0
2002-07-22,12479,13045,12479,12560,583530,302028.0,129625586.0
2002-07-23,12183,13072,12183,13072,549780,314342.0,129625586.0
2002-07-24,12533,12776,12452,12506,358130,300731.0,129625586.0
2002-07-25,13180,13180,12533,12533,486970,301379.0,129625586.0
2002-07-26,12425,12722,12210,12398,381178,298139.0,129625586.0
2002-07-29,12884,12938,12425,12479,244130,300083.0,129625586.0
2002-07-30,12938,13126,12776,12937,419090,311101.0,129625586.0
2002-07-31,13099,13099,12749,12748,296990,306565.0,129625586.0
2002-08-01,12668,12938,12560,12587,297000,302676.0,129625586.0
2002-08-02,12452,12506,12237,12506,351538,300731.0,129625586.0
2002-08-05,12371,12560,12129,12182,259160,292954.0,129625586.0
2002-08-06,11859,12291,11859,12155,350402,292306.0,129625586.0
2002-08-07,12237,12479,12183,12236,376320,294250.0,129625586.0
2002-08-08,12291,12506,12156,12182,381310,292954.0,129625586.0
2002-08-09,12506,12668,12291,12290,417180,295546.0,129625586.0
2002-08-12,12345,12560,12291,12506,271650,300731.0,129625586.0
2002-08-13,12668,12668,12452,12614,297340,303324.0,129625586.0
2002-08-14,12452,12587,12425,12560,278186,302028.0,129625586.0
2002-08-16,12749,12991,12668,12721,482031,305916.0,129625586.0
2002-08-19,12695,12911,12560,12667,330820,304620.0,129625586.0
2002-08-20,12830,12964,12722,12748,641221,306565.0,129625586.0
2002-08-21,12641,12803,12587,12802,499170,307861.0,129625586.0
2002-08-22,12938,13207,12749,13099,1014234,314990.0,129625586.0
2002-08-23,13261,13935,13180,13314,1120218,320175.0,129625586.0
2002-08-26,13450,13450,13099,13099,328220,314990.0,129625586.0
2002-08-27,13099,13207,12857,12856,300029,309157.0,129625586.0
2002-08-28,12857,13234,12803,13126,451590,315638.0,129625586.0
2002-08-29,13018,13530,12938,13530,544551,325360.0,129625586.0
2002-08-30,13746,14366,13584,14177,1260390,340915.0,129625586.0
2002-09-02,14231,14393,13989,14366,711278,345452.0,129625586.0
2002-09-03,14070,14447,14070,14150,517000,340267.0,129625586.0
2002-09-04,13962,14096,13692,13961,606330,335730.0,129625586.0
2002-09-05,14070,14285,13962,13961,447020,335730.0,129625586.0
2002-09-06,13504,13854,13423,13476,605130,324064.0,129625586.0
2002-09-09,13584,13638,12560,12641,723560,303972.0,129625586.0
2002-09-10,12641,12830,12641,12829,577770,308509.0,129625586.0
2002-09-11,12938,13342,12911,12964,1043790,311750.0,129625586.0
2002-09-12,13045,13153,12884,13153,843555,316286.0,129625586.0
2002-09-13,12857,12964,12668,12667,688000,304620.0,129625586.0
2002-09-16,12776,12830,12183,12263,898700,294898.0,129625586.0
2002-09-17,12371,12479,12345,12371,1152811,297491.0,129625586.0
2002-09-18,12156,12210,11805,11805,1230730,283880.0,129625586.0
2002-09-19,11698,11913,11590,11643,868599,279991.0,129625586.0
2002-09-23,11644,11644,10781,10781,895690,259251.0,129625586.0
2002-09-24,10673,10835,10673,10781,989130,259251.0,129625586.0
2002-09-25,10512,10646,10107,10188,735827,244992.0,129625586.0
2002-09-26,10296,10431,10107,10161,1509651,244344.0,129625586.0
2002-09-27,10188,10323,10107,10242,749300,246289.0,129625586.0
2002-09-30,9865,9865,9595,9622,687880,231382.0,129625586.0
2002-10-01,9218,9703,9218,9649,717455,232030.0,129625586.0
2002-10-02,9973,10054,9622,9622,850840,231382.0,129625586.0
2002-10-04,9461,9649,9461,9568,633955,230085.0,129625586.0
2002-10-07,9407,9434,9218,9217,654853,221660.0,129625586.0
2002-10-08,9029,10593,9029,9514,2071529,228789.0,129625586.0
2002-10-09,9784,9784,9353,9352,840469,224900.0,129625586.0
2002-10-10,9218,9514,9083,9164,1253340,220363.0,129625586.0
2002-10-11,9488,9541,9083,9164,1047770,220363.0,129625586.0
2002-10-14,9326,9434,9299,9379,2031866,225549.0,129625586.0
2002-10-15,9487,9784,9353,9622,3037690,231382.0,129625586.0
2002-10-16,9811,9838,9326,9325,2325219,224252.0,129625586.0
2002-10-17,9326,10539,9272,9972,4333880,239807.0,129625586.0
2002-10-18,10350,10350,10027,10269,2830194,246937.0,129625586.0
2002-10-21,10269,10835,10080,10269,3912300,246937.0,129625586.0
2002-10-22,10620,10889,10296,10457,3731320,251474.0,129625586.0
2002-10-23,10458,10646,10296,10457,1726040,251474.0,129625586.0
2002-10-24,10620,10620,10054,10053,1928930,241752.0,129625586.0
2002-10-25,9892,10161,9892,10107,931300,243048.0,129625586.0
2002-10-28,10134,10404,10134,10403,1226557,250177.0,129625586.0
2002-10-29,10269,10997,10242,10619,4326690,255362.0,129625586.0
2002-10-30,10781,10781,10161,10323,1089700,248233.0,129625586.0
2002-10-31,10458,10512,10134,10188,825690,244992.0,129625586.0
2002-11-01,10107,10269,9973,10080,586353,242400.0,129625586.0
2002-11-04,10161,10323,10161,10296,853241,247585.0,129625586.0
2002-11-05,10296,10431,10054,10134,586757,243696.0,129625586.0
2002-11-06,10188,10323,10188,10215,759757,245640.0,129625586.0
2002-11-07,10296,10485,10188,10188,1367350,244992.0,129625586.0
2002-11-08,10080,10080,9865,9945,913427,239159.0,129625586.0
2002-11-11,9919,9919,9595,9595,730160,230734.0,129625586.0
2002-11-12,9380,9541,9380,9433,600920,226845.0,129625586.0
2002-11-13,9488,9595,9353,9379,511870,225549.0,129625586.0
2002-11-14,9487,9595,9434,9514,558639,228789.0,129625586.0
2002-11-15,9649,9703,9595,9649,676450,232030.0,129625586.0
2002-11-18,9703,9703,9514,9514,452770,228789.0,129625586.0
2002-11-19,9514,9676,9434,9622,545130,231382.0,129625586.0
2002-11-20,9487,9784,9487,9730,505980,233974.0,129625586.0
2002-11-21,9865,10134,9811,10080,1131260,242400.0,129625586.0
2002-11-22,10269,10404,9973,10026,908900,241104.0,129625586.0
2002-11-25,10054,10269,10054,10188,717904,244992.0,129625586.0
2002-11-26,10350,10350,10107,10242,833450,246289.0,129625586.0
2002-11-27,10134,10377,10054,10376,557542,249529.0,129625586.0
2002-11-28,10566,10862,10431,10484,2380185,252122.0,129625586.0
2002-11-29,10539,10566,10242,10484,882568,252122.0,129625586.0
2002-12-02,10512,10539,10350,10511,777747,252770.0,129625586.0
2002-12-03,10431,10835,10431,10646,1556701,256011.0,129625586.0
2002-12-04,10539,10593,10242,10242,1054560,246289.0,129625586.0
2002-12-05,10080,10296,10080,10296,1034810,247585.0,129625586.0
2002-12-06,10188,10296,10054,10107,1027486,243048.0,129625586.0
2002-12-09,10027,10215,10027,10053,1159140,241752.0,129625586.0
2002-12-10,9919,10027,9865,9972,603670,239807.0,129625586.0
2002-12-11,10027,10107,9892,9891,849969,237863.0,129625586.0
2002-12-12,9865,10054,9865,9999,913551,240455.0,129625586.0
2002-12-13,10539,11482,10404,10619,14869866,255362.0,129625586.0
2002-12-16,10269,10512,9811,9891,3379400,237863.0,129625586.0
2002-12-17,10134,10161,9541,9676,3724094,232678.0,129625586.0
2002-12-18,9541,9676,9461,9487,2272340,228141.0,129625586.0
2002-12-20,9299,9407,9056,9083,2273780,218419.0,129625586.0
2002-12-23,8948,9110,8355,8490,2880847,204160.0,129625586.0
2002-12-24,8194,8571,8167,8274,1205035,198975.0,129625586.0
2002-12-26,8140,8302,7951,8085,1360870,194438.0,129625586.0
2002-12-27,7843,8059,7843,7951,830047,191198.0,129625586.0
2002-12-30,7763,7924,7250,7546,1078713,181476.0,129625586.0
2003-01-02,7601,7924,7547,7762,937670,186661.0,129625586.0
2003-01-03,8086,8248,8005,8193,1228712,197031.0,129625586.0
2003-01-06,8355,8382,8086,8166,854945,196383.0,129625586.0
2003-01-07,8275,8329,7870,7951,938870,191198.0,129625586.0
2003-01-08,8167,8436,8032,8409,1979350,202216.0,129625586.0
2003-01-09,8302,8329,8140,8139,1051151,195735.0,129625586.0
2003-01-10,8302,8355,7682,7951,1533050,191198.0,129625586.0
2003-01-13,7816,8194,7789,8193,984700,197031.0,129625586.0
2003-01-14,8248,8248,8059,8193,674870,197031.0,129625586.0
2003-01-15,8248,8814,8194,8544,4118690,205457.0,129625586.0
2003-01-16,8625,9514,8544,9514,6968860,228789.0,129625586.0
2003-01-17,9488,9488,8975,9002,2507010,216475.0,129625586.0
2003-01-20,8895,10242,8868,9864,8765887,237215.0,129625586.0
2003-01-21,10080,10107,9784,9918,3857174,238511.0,129625586.0
2003-01-22,9973,9973,9245,9352,2525417,224900.0,129625586.0
2003-01-23,9380,9757,9326,9460,2239910,227493.0,129625586.0
2003-01-24,9407,9595,9056,9191,1696850,221012.0,129625586.0
2003-01-27,8841,9407,8841,9217,1724430,221660.0,129625586.0
2003-01-28,9218,9676,9218,9460,2095539,227493.0,129625586.0
2003-01-29,9595,9676,9191,9191,1218150,221012.0,129625586.0
2003-01-30,9299,9622,9191,9568,1968947,230085.0,129625586.0
2003-02-03,9568,10000,9541,9864,2984234,237215.0,129625586.0
2003-02-04,9919,9919,9595,9649,2210522,232030.0,129625586.0
2003-02-05,9514,9703,9407,9406,1485949,226197.0,129625586.0
2003-02-06,9434,9488,9164,9164,1781493,220363.0,129625586.0
2003-02-07,9164,9326,9029,9244,1559040,222308.0,129625586.0
2003-02-10,9164,9380,9164,9217,1159300,221660.0,129625586.0
2003-02-11,9353,9541,8733,9217,2683813,221660.0,129625586.0
2003-02-12,9245,9353,9056,9110,1312033,219067.0,129625586.0
2003-02-13,9164,9245,8975,9002,1708801,216475.0,129625586.0
2003-02-14,9056,9703,9056,9703,3917157,233326.0,129625586.0
2003-02-17,9919,10000,9676,9918,3746151,238511.0,129625586.0
2003-02-18,9919,9919,9568,9730,1604946,233974.0,129625586.0
2003-02-19,9892,9892,9461,9460,2127023,227493.0,129625586.0
2003-02-20,9407,9514,9164,9298,1864032,223604.0,129625586.0
2003-02-21,9218,9272,9110,9191,1167874,221012.0,129625586.0
2003-02-24,9218,9326,9218,9244,1469712,222308.0,129625586.0
2003-02-25,9110,9218,8706,8732,1734470,209993.0,129625586.0
2003-02-26,8841,8921,8625,8651,1635110,208049.0,129625586.0
2003-02-27,8571,8895,8409,8651,2338300,208049.0,129625586.0
2003-02-28,8544,8679,8355,8355,1590600,200920.0,129625586.0
2003-03-03,8275,8436,8194,8382,1505461,201568.0,129625586.0
2003-03-04,8221,8302,8113,8274,1080550,198975.0,129625586.0
2003-03-05,7978,8140,7924,7951,897550,191198.0,129625586.0
2003-03-06,7951,8086,7763,7762,811210,186661.0,129625586.0
2003-03-07,7547,7628,7385,7439,1352310,178883.0,129625586.0
2003-03-10,7331,7466,6981,7304,1378740,175643.0,129625586.0
2003-03-11,7089,7089,6684,6738,1406658,162032.0,129625586.0
2003-03-12,6630,6981,6469,6765,1362770,162680.0,129625586.0
2003-03-13,6792,6900,6038,6226,2039880,149718.0,129625586.0
2003-03-14,6577,6684,6361,6360,2402650,152958.0,129625586.0
2003-03-17,6280,6307,5876,5902,1421000,141940.0,129625586.0
2003-03-18,6199,6496,6145,6333,1602601,152310.0,129625586.0
2003-03-19,6334,6630,6334,6522,1430560,156847.0,129625586.0
2003-03-20,6657,7250,6630,7223,3073814,173698.0,129625586.0
2003-03-21,7331,7466,7062,7385,2360542,177587.0,129625586.0
2003-03-24,7547,7574,7116,7277,2163600,174995.0,129625586.0
2003-03-25,6846,6981,6792,6792,1191570,163328.0,129625586.0
2003-03-26,6954,7035,6792,6900,2309244,165921.0,129625586.0
2003-03-27,6900,6900,6900,6900,0,165921.0,129625586.0
2003-03-28,6900,6900,6900,6900,0,,
2003-03-31,6900,6900,6900,6900,0,,
2003-04-01,6900,6900,6900,6900,0,,
2003-04-02,6900,6900,6900,6900,0,,
2003-04-03,6900,6900,6900,6900,0,,
2003-04-04,6900,6900,6900,6900,0,,
2003-04-07,6900,6900,6900,6900,0,,
2003-04-08,6900,6900,6900,6900,0,,
2003-04-09,6900,6900,6900,6900,0,,
2003-04-10,6900,6900,6900,6900,0,,
2003-04-11,6900,6900,6900,6900,0,,
2003-04-14,6900,6900,6900,6900,0,,
2003-04-15,6900,6900,6900,6900,0,,
2003-04-16,6900,7090,5950,5960,3801788,178800.0,30000000.0
2003-04-17,6000,6110,5470,5530,2120920,165900.0,30000000.0
2003-04-18,5650,5850,5050,5200,2261389,156000.0,30000000.0
2003-04-21,4965,5170,4920,5140,1583721,154200.0,30000000.0
2003-04-22,5100,5300,5070,5110,1011409,153300.0,30000000.0
2003-04-23,5110,5190,4370,4370,2303692,131100.0,30000000.0
2003-04-24,4400,4470,4215,4340,1176446,130200.0,30000000.0
2003-04-25,4215,4280,3770,3780,1205247,113400.0,30000000.0
2003-04-28,3460,3850,3460,3625,851301,108750.0,30000000.0
2003-04-29,3740,4030,3725,3870,1880096,116100.0,30000000.0
2003-04-30,3845,3900,3685,3690,790365,110700.0,30000000.0
2003-05-02,3735,3885,3665,3800,816828,114000.0,30000000.0
2003-05-06,3870,3930,3825,3830,588267,114900.0,30000000.0
2003-05-07,3850,3890,3815,3860,456780,115800.0,30000000.0
2003-05-09,3855,3950,3770,3950,488598,118500.0,30000000.0
2003-05-12,4070,4110,3990,4005,901511,120150.0,30000000.0
2003-05-13,4035,4035,3810,3810,576214,114300.0,30000000.0
2003-05-14,3770,3920,3770,3835,472247,115050.0,30000000.0
2003-05-15,3870,3910,3830,3840,455694,115200.0,30000000.0
2003-05-16,3830,3850,3730,3740,384124,112200.0,30000000.0
2003-05-19,3680,3705,3550,3550,351930,106500.0,30000000.0
2003-05-20,3450,3515,3440,3500,292799,105000.0,30000000.0
2003-05-21,3505,3570,3500,3500,233994,105000.0,30000000.0
2003-05-22,3490,3740,3490,3530,696480,105900.0,30000000.0
2003-05-23,3570,3665,3550,3570,339850,107100.0,30000000.0
2003-05-26,3590,3665,3590,3600,274628,108000.0,30000000.0
2003-05-27,3610,3635,3505,3550,278398,106500.0,30000000.0
2003-05-28,3600,3685,3580,3685,596781,110550.0,30000000.0
2003-05-29,3685,4160,3670,3990,1820630,119700.0,30000000.0
2003-05-30,4100,4585,4015,4585,2697764,137550.0,30000000.0
2003-06-02,4800,5270,4700,5270,4034287,158100.0,30000000.0
2003-06-03,5550,6060,5500,6060,3823754,181800.0,30000000.0
2003-06-04,6400,6470,5410,6100,5218021,183000.0,30000000.0
2003-06-05,6100,6180,5630,5630,1071766,168900.0,30000000.0
2003-06-09,5530,5980,5520,5960,1553315,178800.0,30000000.0
2003-06-10,5900,5950,5710,5750,578654,172500.0,30000000.0
2003-06-11,5800,5820,5450,5450,697276,163500.0,30000000.0
2003-06-12,5580,5700,5420,5460,725964,163800.0,30000000.0
2003-06-13,5550,5600,5430,5600,637953,168000.0,30000000.0
2003-06-16,5600,6440,5590,6160,3466232,184800.0,30000000.0
2003-06-17,6350,6350,6010,6110,1312003,183300.0,30000000.0
2003-06-18,6150,6830,6130,6290,2081422,188700.0,30000000.0
2003-06-19,6400,6460,6160,6270,942445,188100.0,30000000.0
2003-06-20,6090,6180,5930,5940,659440,178200.0,30000000.0
2003-06-23,5800,6000,5600,5660,496236,169800.0,30000000.0
2003-06-24,5500,5720,5420,5720,415265,171600.0,30000000.0
2003-06-25,5720,5910,5660,5660,447810,169800.0,30000000.0
2003-06-26,5520,5620,5440,5500,478590,165000.0,30000000.0
2003-06-27,5630,5640,5440,5480,393345,164400.0,30000000.0
2003-06-30,5420,5850,5400,5580,570118,167400.0,30000000.0
2003-07-01,5470,5730,5470,5620,277645,168600.0,30000000.0
2003-07-02,5700,6050,5670,6050,1133230,181500.0,30000000.0
2003-07-03,6300,6300,5800,5810,675509,174300.0,30000000.0
2003-07-04,5830,5900,5680,5710,283242,171300.0,30000000.0
2003-07-07,5700,5950,5680,5880,627425,176400.0,30000000.0
2003-07-08,6050,6070,5790,5800,448096,174000.0,30000000.0
2003-07-09,5760,5890,5610,5640,354044,169200.0,30000000.0
2003-07-10,5640,5750,5600,5630,271857,168900.0,30000000.0
2003-07-11,5600,5620,5520,5560,181850,166800.0,30000000.0
2003-07-14,5550,5640,5510,5560,232990,166800.0,30000000.0
2003-07-15,5570,5600,5400,5410,399815,162300.0,30000000.0
2003-07-16,5450,5550,5370,5430,333320,162900.0,30000000.0
2003-07-18,5380,5600,5350,5440,375733,163200.0,30000000.0
2003-07-21,5420,5500,5370,5400,220895,162000.0,30000000.0
2003-07-22,5420,5620,5400,5600,376102,168000.0,30000000.0
2003-07-23,5680,5680,5450,5530,243354,165900.0,30000000.0
2003-07-24,5500,5630,5460,5460,178850,163800.0,30000000.0
2003-07-25,5400,5520,5380,5420,249506,162600.0,30000000.0
2003-07-28,5480,5500,5400,5410,182736,162300.0,30000000.0
2003-07-29,5400,5800,5380,5760,393884,172800.0,30000000.0
2003-07-30,5680,5840,5670,5740,431595,172200.0,30000000.0
2003-07-31,5790,6070,5720,6070,1279823,182100.0,30000000.0
2003-08-01,6120,6280,5860,5900,814981,177000.0,30000000.0
2003-08-04,5940,6190,5760,6190,873994,185700.0,30000000.0
2003-08-05,6190,6380,6060,6210,1097308,186300.0,30000000.0
2003-08-06,6190,6540,6100,6530,1520780,195900.0,30000000.0
2003-08-07,6600,6830,6580,6770,1505570,203100.0,30000000.0
2003-08-08,6600,7050,6600,6750,1082940,202500.0,30000000.0
2003-08-11,6650,6690,6340,6360,668581,190800.0,30000000.0
2003-08-12,6420,6930,6280,6880,740725,206400.0,30000000.0
2003-08-13,6950,7550,6810,7000,2118187,210000.0,30000000.0
2003-08-14,7350,8050,7220,8050,1486326,241500.0,30000000.0
2003-08-18,9000,9250,8800,9250,1267993,277500.0,30000000.0
2003-08-19,9900,9900,8420,8460,3215563,253800.0,30000000.0
2003-08-20,8590,8870,8140,8620,1306614,258600.0,30000000.0
2003-08-21,8850,9200,8480,8600,1467017,258000.0,30000000.0
2003-08-22,8530,8740,8100,8350,820169,250500.0,30000000.0
2003-08-25,8180,8460,8180,8340,321954,250200.0,30000000.0
2003-08-26,8300,8830,8250,8800,982015,264000.0,30000000.0
2003-08-27,8800,9030,8460,8490,898431,254700.0,30000000.0
2003-08-28,8680,8910,8340,8450,661596,253500.0,30000000.0
2003-08-29,8450,8540,8180,8220,406601,246600.0,30000000.0
2003-09-01,8240,8500,8060,8500,431604,255000.0,30000000.0
2003-09-02,8530,8580,8130,8190,871397,245700.0,30000000.0
2003-09-03,8430,9090,8410,8520,2281260,255600.0,30000000.0
2003-09-04,8680,8680,8310,8410,547278,252300.0,30000000.0
2003-09-05,8350,8500,8220,8260,350465,247800.0,30000000.0
2003-09-08,8100,8300,8100,8160,315746,244800.0,30000000.0
2003-09-09,8160,8250,8120,8160,323224,244800.0,30000000.0
2003-09-15,8060,8260,8060,8250,282257,247500.0,30000000.0
2003-09-16,8120,8220,8120,8170,226877,245100.0,30000000.0
2003-09-17,8230,8300,8150,8170,183704,245100.0,30000000.0
2003-09-18,8100,8220,7760,7850,209828,235500.0,30000000.0
2003-09-19,7850,7900,7450,7450,399267,223500.0,30000000.0
2003-09-22,7260,7340,6850,7010,254650,210300.0,30000000.0
2003-09-23,6880,6970,6400,6860,369867,205800.0,30000000.0
2003-09-24,6840,7320,6840,7200,312136,216000.0,30000000.0
2003-09-25,6950,7350,6810,7330,225550,219900.0,30000000.0
2003-09-26,7330,7770,7210,7600,334316,228000.0,30000000.0
2003-09-29,7640,7700,7350,7520,138299,225600.0,30000000.0
2003-09-30,7600,7660,7410,7430,184508,222900.0,30000000.0
2003-10-01,7490,7800,7480,7800,400696,234000.0,30000000.0
2003-10-02,8000,8070,7800,7900,194007,237000.0,30000000.0
2003-10-06,7940,8120,7890,8000,306897,240000.0,30000000.0
2003-10-07,8000,8160,7960,8150,229827,244500.0,30000000.0
2003-10-08,8150,8220,8000,8000,122439,240000.0,30000000.0
2003-10-09,8000,8160,7860,8130,192925,243900.0,30000000.0
2003-10-10,8100,8370,8010,8300,203393,249000.0,30000000.0
2003-10-13,8200,8330,8100,8250,136812,247500.0,30000000.0
2003-10-14,8450,8530,8260,8450,195779,253500.0,30000000.0
2003-10-15,8400,8600,8330,8450,111980,253500.0,30000000.0
2003-10-16,8450,8820,8360,8820,374739,264600.0,30000000.0
2003-10-17,8870,9240,8730,8920,405200,267600.0,30000000.0
2003-10-20,8780,8990,8780,8970,140489,269100.0,30000000.0
2003-10-21,8970,10300,8970,9900,2039047,297000.0,30000000.0
2003-10-22,10000,10050,9500,9800,733433,294000.0,30000000.0
2003-10-23,9510,9750,9030,9150,557666,274500.0,30000000.0
2003-10-24,9000,9340,8860,9000,291465,270000.0,30000000.0
2003-10-27,8960,9260,8960,9160,244146,274800.0,30000000.0
2003-10-28,9200,9660,9200,9360,528449,280800.0,30000000.0
2003-10-29,9710,9900,9420,9550,531190,286500.0,30000000.0
2003-10-30,9600,9990,9560,9830,497123,294900.0,30000000.0
2003-10-31,9970,9970,9680,9720,219159,291600.0,30000000.0
2003-11-03,9610,10450,9600,10450,498607,313500.0,30000000.0
2003-11-04,10500,11200,10300,11000,1144878,330000.0,30000000.0
2003-11-05,11200,11350,10700,10900,738941,327000.0,30000000.0
2003-11-06,11300,12500,11250,12100,2306926,363000.0,30000000.0
2003-11-07,12400,13800,11850,13550,1573340,406500.0,30000000.0
2003-11-10,13150,14100,12850,13800,857100,414000.0,30000000.0
