LS산전(010120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-08-25,42900,43600,42900,43600,94601,1308000.0,30000000.0
2008-08-26,43250,44350,42750,44250,88456,1327500.0,30000000.0
2008-08-27,44250,46000,43450,46000,163117,1380000.0,30000000.0
2008-08-28,46000,46000,44450,45500,89924,1365000.0,30000000.0
2008-08-29,45750,47250,45400,46800,123605,1404000.0,30000000.0
2008-09-01,46100,47550,45550,45550,164188,1366500.0,30000000.0
2008-09-02,45500,46800,44200,44500,117775,1335000.0,30000000.0
2008-09-03,45500,45500,43650,43700,84709,1311000.0,30000000.0
2008-09-04,43500,43700,42400,43550,121160,1306500.0,30000000.0
2008-09-05,42550,43300,42350,42900,69509,1287000.0,30000000.0
2008-09-08,43300,44850,43100,44700,107155,1341000.0,30000000.0
2008-09-09,44200,44900,43200,44800,120544,1344000.0,30000000.0
2008-09-10,44200,45500,43900,45500,94874,1365000.0,30000000.0
2008-09-11,45500,45700,44150,44150,139104,1324500.0,30000000.0
2008-09-12,44400,47300,44400,47300,120941,1419000.0,30000000.0
2008-09-16,44000,46000,43700,44950,95480,1348500.0,30000000.0
2008-09-17,46000,47700,45650,46300,120592,1389000.0,30000000.0
2008-09-18,45750,46400,44350,46400,135964,1392000.0,30000000.0
2008-09-19,47800,48150,46900,47300,154619,1419000.0,30000000.0
2008-09-22,47400,48350,47050,47450,78375,1423500.0,30000000.0
2008-09-23,47700,48850,47300,48600,100747,1458000.0,30000000.0
2008-09-24,48600,49700,48100,49600,69105,1488000.0,30000000.0
2008-09-25,49200,49700,48400,49700,72450,1491000.0,30000000.0
2008-09-26,49150,49650,47900,49350,73743,1480500.0,30000000.0
2008-09-29,49600,49850,48100,49200,64708,1476000.0,30000000.0
2008-09-30,46700,49800,46500,49100,81616,1473000.0,30000000.0
2008-10-01,49100,49200,48300,49000,43074,1470000.0,30000000.0
2008-10-02,49400,50500,48800,49300,70004,1479000.0,30000000.0
2008-10-06,48600,48600,47300,48100,87890,1443000.0,30000000.0
2008-10-07,47000,48050,46850,47450,80486,1423500.0,30000000.0
2008-10-08,46250,46900,43500,43500,86458,1305000.0,30000000.0
2008-10-09,43500,46000,42750,42750,114888,1282500.0,30000000.0
2008-10-10,42750,42750,39500,41950,154398,1258500.0,30000000.0
2008-10-13,43000,44850,42650,44850,104668,1345500.0,30000000.0
2008-10-14,46500,47150,45700,47150,112844,1414500.0,30000000.0
2008-10-15,46000,46800,45600,46800,77149,1404000.0,30000000.0
2008-10-16,44500,46000,43200,46000,86724,1380000.0,30000000.0
2008-10-17,45650,45800,43500,44700,123418,1341000.0,30000000.0
2008-10-20,45700,45850,43150,45500,65927,1365000.0,30000000.0
2008-10-21,45900,45900,42750,44000,132104,1320000.0,30000000.0
2008-10-22,44400,44650,37550,41750,88813,1252500.0,30000000.0
2008-10-23,41500,41800,37700,41750,141467,1252500.0,30000000.0
2008-10-24,41700,41700,37050,39000,139835,1170000.0,30000000.0
2008-10-27,37850,38900,34200,36400,192143,1092000.0,30000000.0
2008-10-28,33000,38250,33000,38000,214677,1140000.0,30000000.0
2008-10-29,39200,40600,33200,34150,254167,1024500.0,30000000.0
2008-10-30,36550,37350,33500,35600,908600,1068000.0,30000000.0
2008-10-31,35250,36200,33300,35600,625668,1068000.0,30000000.0
2008-11-03,36300,39300,35900,38500,787821,1155000.0,30000000.0
2008-11-04,39300,39400,37100,39400,437040,1182000.0,30000000.0
2008-11-05,40700,41850,38450,39750,450069,1192500.0,30000000.0
2008-11-06,38000,38400,36300,37050,139125,1111500.0,30000000.0
2008-11-07,35800,38850,35000,38600,185276,1158000.0,30000000.0
2008-11-10,39000,41150,38600,40150,264612,1204500.0,30000000.0
2008-11-11,39500,41750,38950,41000,171613,1230000.0,30000000.0
2008-11-12,39950,40750,39300,40000,171963,1200000.0,30000000.0
2008-11-13,38350,38500,36550,38500,147401,1155000.0,30000000.0
2008-11-14,39500,40000,37500,37800,166735,1134000.0,30000000.0
2008-11-17,37100,38750,36050,37800,83291,1134000.0,30000000.0
2008-11-18,37050,38300,36600,37300,85018,1119000.0,30000000.0
2008-11-19,37700,38450,35650,38200,135757,1146000.0,30000000.0
2008-11-20,36300,37800,36050,37000,97122,1110000.0,30000000.0
2008-11-21,36400,39500,35900,39400,129052,1182000.0,30000000.0
2008-11-24,39000,39900,38150,39000,101601,1170000.0,30000000.0
2008-11-25,40000,40650,38800,39800,151522,1194000.0,30000000.0
2008-11-26,40100,41150,39800,41000,180129,1230000.0,30000000.0
2008-11-27,41400,41500,39900,41450,283626,1243500.0,30000000.0
2008-11-28,41450,42000,40700,42000,144926,1260000.0,30000000.0
2008-12-01,41550,42000,40950,40950,87637,1228500.0,30000000.0
2008-12-02,38200,39850,38100,39200,117230,1176000.0,30000000.0
2008-12-03,39450,39550,37550,39100,293153,1173000.0,30000000.0
2008-12-04,39200,39500,38700,39350,78367,1180500.0,30000000.0
2008-12-05,39200,39950,38850,39950,67215,1198500.0,30000000.0
2008-12-08,40400,43250,40050,42250,246581,1267500.0,30000000.0
2008-12-09,42800,42950,41800,42500,119910,1275000.0,30000000.0
2008-12-10,42950,44700,42500,44300,133421,1329000.0,30000000.0
2008-12-11,43550,44500,43100,44500,150693,1335000.0,30000000.0
2008-12-12,43500,44300,41900,43600,100689,1308000.0,30000000.0
2008-12-15,44200,45850,43800,45850,142716,1375500.0,30000000.0
2008-12-16,45150,46450,44550,46200,94305,1386000.0,30000000.0
2008-12-17,46600,47000,44050,44950,141352,1348500.0,30000000.0
2008-12-18,45000,45850,44050,45100,108873,1353000.0,30000000.0
2008-12-19,45000,46100,44450,45950,120988,1378500.0,30000000.0
2008-12-22,45500,45900,44750,45800,142514,1374000.0,30000000.0
2008-12-23,45650,45900,44050,44050,92431,1321500.0,30000000.0
2008-12-24,43900,45300,42600,45300,116322,1359000.0,30000000.0
2008-12-26,45050,45300,43500,45200,106563,1356000.0,30000000.0
2008-12-29,44350,46550,43700,46550,69235,1396500.0,30000000.0
2008-12-30,46200,49200,45850,49200,208277,1476000.0,30000000.0
2009-01-02,48200,48400,47000,47000,124223,1410000.0,30000000.0
2009-01-05,47700,48400,46950,46950,80578,1408500.0,30000000.0
2009-01-06,47650,49150,47350,48500,104882,1455000.0,30000000.0
2009-01-07,48000,48850,47600,48400,88182,1452000.0,30000000.0
2009-01-08,48300,49500,48000,49500,246170,1485000.0,30000000.0
2009-01-09,49500,49900,48500,48650,188223,1459500.0,30000000.0
2009-01-12,48650,49400,47700,48250,58011,1447500.0,30000000.0
2009-01-13,48250,49050,46600,49000,96475,1470000.0,30000000.0
2009-01-14,48900,50000,48000,49700,96858,1491000.0,30000000.0
2009-01-15,48700,48700,47000,47050,103748,1411500.0,30000000.0
2009-01-16,47050,49100,46900,49000,90504,1470000.0,30000000.0
2009-01-19,49000,49700,47850,48900,102986,1467000.0,30000000.0
2009-01-20,48250,48300,47000,47000,52543,1410000.0,30000000.0
2009-01-21,45950,47050,45150,45800,52538,1374000.0,30000000.0
2009-01-22,46500,46650,45200,45800,78979,1374000.0,30000000.0
2009-01-23,45500,46500,44900,44900,52247,1347000.0,30000000.0
2009-01-28,45400,48300,45400,48200,75099,1446000.0,30000000.0
2009-01-29,47800,48950,47400,48000,65366,1440000.0,30000000.0
2009-01-30,47900,48500,47100,47550,68544,1426500.0,30000000.0
2009-02-02,46700,47150,45300,46600,114179,1398000.0,30000000.0
2009-02-03,46100,47150,45550,46000,160270,1380000.0,30000000.0
2009-02-04,46300,46600,44500,44800,458405,1344000.0,30000000.0
2009-02-05,44900,45550,44250,44250,315225,1327500.0,30000000.0
2009-02-06,45000,45500,44500,45250,310303,1357500.0,30000000.0
2009-02-09,45450,45550,44550,44550,199537,1336500.0,30000000.0
2009-02-10,44650,45100,43650,44000,154132,1320000.0,30000000.0
2009-02-11,43250,43300,42550,42750,249668,1282500.0,30000000.0
2009-02-12,43100,44300,42850,43800,267661,1314000.0,30000000.0
2009-02-13,44100,44450,43350,43600,147061,1308000.0,30000000.0
2009-02-16,43950,44700,43400,44100,260742,1323000.0,30000000.0
2009-02-17,44100,44250,41500,41550,228562,1246500.0,30000000.0
2009-02-18,40750,43700,40050,43250,398082,1297500.0,30000000.0
2009-02-19,43500,46700,43500,45900,831274,1377000.0,30000000.0
2009-02-20,45900,46350,44050,44600,221493,1338000.0,30000000.0
2009-02-23,45550,46850,43900,46650,418025,1399500.0,30000000.0
2009-02-24,45600,49800,45400,49150,633356,1474500.0,30000000.0
2009-02-25,49700,49900,47650,48250,441944,1447500.0,30000000.0
2009-02-26,48050,49750,45600,46700,385470,1401000.0,30000000.0
2009-02-27,46700,48000,45600,48000,281029,1440000.0,30000000.0
2009-03-02,46950,47900,45700,46800,151556,1404000.0,30000000.0
2009-03-03,46200,47100,44850,47000,130616,1410000.0,30000000.0
2009-03-04,46850,47050,45850,47050,216932,1411500.0,30000000.0
2009-03-05,47150,48350,46300,46800,213462,1404000.0,30000000.0
2009-03-06,46000,48150,45900,47700,184247,1431000.0,30000000.0
2009-03-09,48700,49650,47800,49300,182739,1479000.0,30000000.0
2009-03-10,49300,49450,48200,48200,120057,1446000.0,30000000.0
2009-03-11,48750,50900,48600,49800,327412,1494000.0,30000000.0
2009-03-12,49600,50600,48050,49450,234245,1483500.0,30000000.0
2009-03-13,49600,51200,49000,50400,251112,1512000.0,30000000.0
2009-03-16,50000,50900,49700,50000,174113,1500000.0,30000000.0
2009-03-17,50600,50800,49500,49800,150496,1494000.0,30000000.0
2009-03-18,50000,50200,48400,49250,202686,1477500.0,30000000.0
2009-03-19,49550,49800,48600,49250,140050,1477500.0,30000000.0
2009-03-20,49250,50200,48750,48750,129262,1462500.0,30000000.0
2009-03-23,49350,50700,49200,49950,155786,1498500.0,30000000.0
2009-03-24,50500,50700,49100,49950,167644,1498500.0,30000000.0
2009-03-25,49600,50600,49300,49850,255822,1495500.0,30000000.0
2009-03-26,50000,53000,49700,52100,413546,1563000.0,30000000.0
2009-03-27,53400,55500,52700,52800,419969,1584000.0,30000000.0
2009-03-30,53400,54100,52200,53000,181954,1590000.0,30000000.0
2009-03-31,53500,55300,53200,54100,204137,1623000.0,30000000.0
2009-04-01,54600,57200,54100,57000,333502,1710000.0,30000000.0
2009-04-02,57400,58800,56100,58500,224627,1755000.0,30000000.0
2009-04-03,58800,58800,57000,58200,163387,1746000.0,30000000.0
2009-04-06,57600,59000,57100,58200,165653,1746000.0,30000000.0
2009-04-07,58200,58400,56700,57700,111612,1731000.0,30000000.0
2009-04-08,57200,57200,55500,56500,126595,1695000.0,30000000.0
2009-04-09,55700,59300,55500,58700,889385,1761000.0,30000000.0
2009-04-10,59300,59500,57200,59200,260496,1776000.0,30000000.0
2009-04-13,59400,62000,58300,60900,284752,1827000.0,30000000.0
2009-04-14,61900,62100,59400,60800,252945,1824000.0,30000000.0
2009-04-15,59700,60100,57800,59000,352603,1770000.0,30000000.0
2009-04-16,59700,60600,58900,58900,390153,1767000.0,30000000.0
2009-04-17,59000,59700,56100,57900,244254,1737000.0,30000000.0
2009-04-20,57800,57900,56400,57900,107618,1737000.0,30000000.0
2009-04-21,56800,58700,56500,58700,170673,1761000.0,30000000.0
2009-04-22,61500,67500,61400,67300,1047886,2019000.0,30000000.0
2009-04-23,66900,66900,65000,66000,633856,1980000.0,30000000.0
2009-04-24,66500,71100,65000,67300,529104,2019000.0,30000000.0
2009-04-27,67800,69900,66600,67700,321882,2031000.0,30000000.0
2009-04-28,68800,70000,64500,66500,269319,1995000.0,30000000.0
2009-04-29,67000,69700,65300,69000,212254,2070000.0,30000000.0
2009-04-30,69900,74200,69800,72400,240234,2172000.0,30000000.0
2009-05-04,72700,73500,69400,72900,233229,2187000.0,30000000.0
2009-05-06,72000,72800,69300,70900,330288,2127000.0,30000000.0
2009-05-07,70600,71200,68400,70400,345004,2112000.0,30000000.0
2009-05-08,70000,70700,69100,70500,129155,2115000.0,30000000.0
2009-05-11,69800,72800,69500,71800,281915,2154000.0,30000000.0
2009-05-12,71100,72400,70300,71000,173041,2130000.0,30000000.0
2009-05-13,71100,75300,70700,75300,294832,2259000.0,30000000.0
2009-05-14,74000,74000,71500,72100,422498,2163000.0,30000000.0
2009-05-15,72500,72800,70200,71900,385690,2157000.0,30000000.0
2009-05-18,72400,74200,71500,72700,241603,2181000.0,30000000.0
2009-05-19,73700,77400,72300,76300,367565,2289000.0,30000000.0
2009-05-20,75800,80000,75100,79500,355244,2385000.0,30000000.0
2009-05-21,78800,82800,75800,78800,364075,2364000.0,30000000.0
2009-05-22,78600,90600,78500,84100,539011,2523000.0,30000000.0
2009-05-25,85400,90300,80100,90300,523205,2709000.0,30000000.0
2009-05-26,90600,97000,86200,90000,588947,2700000.0,30000000.0
2009-05-27,91200,91700,84500,85600,367153,2568000.0,30000000.0
2009-05-28,85000,85400,78700,84000,647414,2520000.0,30000000.0
2009-05-29,84000,84000,80700,80700,389948,2421000.0,30000000.0
2009-06-01,81000,86000,81000,85300,350675,2559000.0,30000000.0
2009-06-02,86600,87600,82800,84900,381601,2547000.0,30000000.0
2009-06-03,84800,84800,81000,81300,319160,2439000.0,30000000.0
2009-06-04,80700,83000,76400,76400,517813,2292000.0,30000000.0
2009-06-05,78400,79400,74700,77900,561022,2337000.0,30000000.0
2009-06-08,78500,79500,77300,77700,210557,2331000.0,30000000.0
2009-06-09,78800,81700,78000,78300,441876,2349000.0,30000000.0
2009-06-10,79500,81400,78600,81200,240707,2436000.0,30000000.0
2009-06-11,81800,82000,80200,81900,260065,2457000.0,30000000.0
2009-06-12,81800,82600,80900,81100,211475,2433000.0,30000000.0
2009-06-15,80500,81600,77600,78300,371840,2349000.0,30000000.0
2009-06-16,78600,79200,76700,76700,321435,2301000.0,30000000.0
2009-06-17,76300,78700,75900,77200,298505,2316000.0,30000000.0
2009-06-18,77100,77700,75100,76400,238611,2292000.0,30000000.0
2009-06-19,75300,78100,75300,77800,212530,2334000.0,30000000.0
2009-06-22,77400,78700,75800,78200,236968,2346000.0,30000000.0
2009-06-23,76300,76900,73300,74600,256704,2238000.0,30000000.0
2009-06-24,74300,74400,71400,73100,290597,2193000.0,30000000.0
2009-06-25,73100,77200,73100,76200,243314,2286000.0,30000000.0
2009-06-26,76200,76700,74900,76200,118015,2286000.0,30000000.0
2009-06-29,76200,77500,75300,75700,99522,2271000.0,30000000.0
2009-06-30,76500,77300,74400,76200,182404,2286000.0,30000000.0
2009-07-01,75100,76100,71900,73000,333542,2190000.0,30000000.0
2009-07-02,73400,73900,70100,71800,376463,2154000.0,30000000.0
2009-07-03,71000,74100,70500,74000,167367,2220000.0,30000000.0
2009-07-06,74800,74900,73300,73600,122666,2208000.0,30000000.0
2009-07-07,73500,77600,73400,77000,276288,2310000.0,30000000.0
2009-07-08,76500,78300,75200,76800,221716,2304000.0,30000000.0
2009-07-09,77400,77400,75300,75300,188444,2259000.0,30000000.0
2009-07-10,77500,79300,76200,77100,601432,2313000.0,30000000.0
2009-07-13,77700,77800,71000,71000,360856,2130000.0,30000000.0
2009-07-14,71900,72700,66700,67800,419346,2034000.0,30000000.0
2009-07-15,68300,68900,66900,67500,412021,2025000.0,30000000.0
2009-07-16,68500,69900,67200,67500,236313,2025000.0,30000000.0
2009-07-17,68000,69300,67300,68400,339683,2052000.0,30000000.0
2009-07-20,69300,72400,69200,72400,319030,2172000.0,30000000.0
2009-07-21,73000,73400,71400,73400,275046,2202000.0,30000000.0
2009-07-22,73300,73300,70900,72500,276737,2175000.0,30000000.0
2009-07-23,72000,72100,70700,70700,210916,2121000.0,30000000.0
2009-07-24,71200,71900,69700,71700,247090,2151000.0,30000000.0
2009-07-27,71300,71700,70700,70800,256647,2124000.0,30000000.0
2009-07-28,70900,71800,70100,71000,307761,2130000.0,30000000.0
2009-07-29,70800,71100,68800,69900,264038,2097000.0,30000000.0
2009-07-30,69500,69600,66900,68000,437233,2040000.0,30000000.0
2009-07-31,68400,69100,67500,69000,259898,2070000.0,30000000.0
2009-08-03,69500,70300,68500,69800,352654,2094000.0,30000000.0
2009-08-04,70400,73000,70300,71000,581508,2130000.0,30000000.0
2009-08-05,71500,72000,68600,69800,379009,2094000.0,30000000.0
2009-08-06,69200,70600,68500,70400,170937,2112000.0,30000000.0
2009-08-07,70400,74700,70300,74500,971380,2235000.0,30000000.0
2009-08-10,75600,76700,75000,75800,595716,2274000.0,30000000.0
2009-08-11,75200,77000,75200,77000,371651,2310000.0,30000000.0
2009-08-12,76700,78400,75700,77900,462781,2337000.0,30000000.0
2009-08-13,79500,79600,77500,77500,452605,2325000.0,30000000.0
2009-08-14,78100,78500,75800,76700,433958,2301000.0,30000000.0
2009-08-17,76000,76100,72200,74200,327076,2226000.0,30000000.0
2009-08-18,73600,74400,70800,71800,415567,2154000.0,30000000.0
2009-08-19,72500,73900,70600,72300,320647,2169000.0,30000000.0
2009-08-20,72300,74500,71000,73900,242765,2217000.0,30000000.0
2009-08-21,74500,75300,73000,74600,284236,2238000.0,30000000.0
2009-08-24,75100,78000,74300,78000,465565,2340000.0,30000000.0
2009-08-25,77800,78800,77000,78300,338012,2349000.0,30000000.0
2009-08-26,78300,78700,77200,78300,316787,2349000.0,30000000.0
2009-08-27,78000,79500,76300,76500,358383,2295000.0,30000000.0
2009-08-28,77400,78300,76000,77700,269161,2331000.0,30000000.0
2009-08-31,79500,82200,78400,80500,1366434,2415000.0,30000000.0
2009-09-01,80800,81400,78500,80000,647386,2400000.0,30000000.0
2009-09-02,78100,78900,76500,77200,432860,2316000.0,30000000.0
2009-09-03,77200,78700,76500,77100,339054,2313000.0,30000000.0
2009-09-04,79200,79400,77000,77500,398723,2325000.0,30000000.0
2009-09-07,77900,77900,74500,75600,347863,2268000.0,30000000.0
2009-09-08,75400,82400,75300,81700,911531,2451000.0,30000000.0
2009-09-09,82600,83400,80600,82000,613855,2460000.0,30000000.0
2009-09-10,83000,85500,82700,83300,726678,2499000.0,30000000.0
2009-09-11,84000,86500,83300,85600,564133,2568000.0,30000000.0
2009-09-14,86200,87200,84200,84500,371393,2535000.0,30000000.0
2009-09-15,85700,86800,84700,84700,391279,2541000.0,30000000.0
2009-09-16,85300,89300,85000,88200,574476,2646000.0,30000000.0
2009-09-17,89500,91000,88500,89200,537773,2676000.0,30000000.0
2009-09-18,89700,89700,87000,88900,246444,2667000.0,30000000.0
2009-09-21,88400,89700,87400,87600,162692,2628000.0,30000000.0
2009-09-22,87100,88800,86100,87900,270804,2637000.0,30000000.0
2009-09-23,87900,96000,85100,92700,767892,2781000.0,30000000.0
2009-09-24,93500,95700,91000,94000,568607,2820000.0,30000000.0
2009-09-25,94000,101000,91900,101000,689150,3030000.0,30000000.0
2009-09-28,101000,104500,98500,99100,615605,2973000.0,30000000.0
2009-09-29,100500,101500,97100,99400,385959,2982000.0,30000000.0
2009-09-30,98900,100500,91700,93000,501594,2790000.0,30000000.0
2009-10-01,93300,94600,89300,90800,413595,2724000.0,30000000.0
2009-10-05,89500,94400,88400,93800,511601,2814000.0,30000000.0
2009-10-06,96500,97900,92800,92900,396142,2787000.0,30000000.0
2009-10-07,94500,94800,88300,88300,328798,2649000.0,30000000.0
2009-10-08,89600,94400,88400,94400,277639,2832000.0,30000000.0
2009-10-09,96100,97900,95000,96500,285951,2895000.0,30000000.0
2009-10-12,98200,99200,95000,97300,175349,2919000.0,30000000.0
2009-10-13,96800,99600,95300,98300,251571,2949000.0,30000000.0
2009-10-14,98600,99600,97600,98800,169506,2964000.0,30000000.0
2009-10-15,99000,99200,95800,95800,237718,2874000.0,30000000.0
2009-10-16,95400,97100,91400,93100,248482,2793000.0,30000000.0
2009-10-19,93100,95000,90900,95000,171159,2850000.0,30000000.0
2009-10-20,95700,95800,93800,94000,123879,2820000.0,30000000.0
2009-10-21,92300,94100,91600,92200,185658,2766000.0,30000000.0
2009-10-22,92000,93000,91500,91500,81334,2745000.0,30000000.0
2009-10-23,92700,93800,91600,93500,137524,2805000.0,30000000.0
2009-10-26,92600,95000,92600,95000,136995,2850000.0,30000000.0
2009-10-27,94100,94800,92700,93000,114597,2790000.0,30000000.0
2009-10-28,94500,97200,92900,94500,454995,2835000.0,30000000.0
2009-10-29,93500,94500,90300,91900,227841,2757000.0,30000000.0
2009-10-30,93500,93500,89800,89800,151350,2694000.0,30000000.0
2009-11-02,87200,88300,85200,87000,241998,2610000.0,30000000.0
2009-11-03,87000,87500,84400,84400,151703,2532000.0,30000000.0
2009-11-04,85000,89000,84600,88900,159221,2667000.0,30000000.0
2009-11-05,88200,89100,87400,87700,96762,2631000.0,30000000.0
2009-11-06,89500,89900,87900,87900,88412,2637000.0,30000000.0
2009-11-09,88000,89500,87500,89000,92977,2670000.0,30000000.0
2009-11-10,90100,90300,87900,88800,100158,2664000.0,30000000.0
2009-11-11,89500,89500,87300,89000,87327,2670000.0,30000000.0
2009-11-12,89300,90000,87500,87500,95543,2625000.0,30000000.0
2009-11-13,86700,88100,85300,87500,97463,2625000.0,30000000.0
2009-11-16,88200,88300,85800,87200,73084,2616000.0,30000000.0
2009-11-17,88000,89300,87100,87900,110162,2637000.0,30000000.0
2009-11-18,88300,91700,88100,91300,286390,2739000.0,30000000.0
2009-11-19,92300,93100,91200,92100,191183,2763000.0,30000000.0
2009-11-20,91500,93800,91500,93400,110976,2802000.0,30000000.0
2009-11-23,93500,93800,92100,93400,109719,2802000.0,30000000.0
2009-11-24,94100,94100,90700,92800,171485,2784000.0,30000000.0
2009-11-25,92000,92200,90400,91100,126176,2733000.0,30000000.0
2009-11-26,90600,91600,90100,91100,140629,2733000.0,30000000.0
2009-11-27,89600,90000,85700,87800,245860,2634000.0,30000000.0
2009-11-30,88500,93000,87800,93000,190149,2790000.0,30000000.0
2009-12-01,91000,91900,89100,91000,191507,2730000.0,30000000.0
2009-12-02,91300,92600,91100,91800,156032,2754000.0,30000000.0
2009-12-03,92500,94900,92300,94900,314701,2847000.0,30000000.0
2009-12-04,94700,95500,94100,94800,164149,2844000.0,30000000.0
2009-12-07,95100,95200,93800,94700,142384,2841000.0,30000000.0
2009-12-08,95100,96500,94600,95300,205468,2859000.0,30000000.0
2009-12-09,94300,95600,93700,95400,154622,2862000.0,30000000.0
2009-12-10,95900,95900,93900,95500,197691,2865000.0,30000000.0
2009-12-11,95200,96100,94600,95900,172710,2877000.0,30000000.0
2009-12-14,96700,98000,95900,96800,183659,2904000.0,30000000.0
2009-12-15,97400,98200,94700,95200,199227,2856000.0,30000000.0
2009-12-16,94800,95300,93600,94000,157460,2820000.0,30000000.0
2009-12-17,93900,95000,93800,95000,99969,2850000.0,30000000.0
2009-12-18,93800,94900,93700,94600,75715,2838000.0,30000000.0
2009-12-21,94800,95000,94200,94400,96334,2832000.0,30000000.0
2009-12-22,94900,95000,93200,93600,107543,2808000.0,30000000.0
2009-12-23,94100,96200,94100,94900,209212,2847000.0,30000000.0
2009-12-24,95400,96200,94900,95800,129746,2874000.0,30000000.0
2009-12-28,97500,99400,96800,98000,405601,2940000.0,30000000.0
2009-12-29,97700,98000,96100,97000,126987,2910000.0,30000000.0
2009-12-30,96500,97400,95700,97000,127350,2910000.0,30000000.0
2010-01-04,96800,96800,95400,95600,169161,2868000.0,30000000.0
2010-01-05,95600,96800,93100,93100,237851,2793000.0,30000000.0
2010-01-06,93800,96100,93700,96000,229303,2880000.0,30000000.0
2010-01-07,96700,98000,94100,94100,247666,2823000.0,30000000.0
2010-01-08,94800,94800,92800,94300,147204,2829000.0,30000000.0
2010-01-11,94100,94900,93000,93000,173125,2790000.0,30000000.0
2010-01-12,92900,93900,90600,91300,199965,2739000.0,30000000.0
2010-01-13,90400,91800,89900,91800,122068,2754000.0,30000000.0
2010-01-14,91800,92800,90600,91300,161564,2739000.0,30000000.0
2010-01-15,91400,92100,89600,91900,287035,2757000.0,30000000.0
2010-01-18,92500,94300,91300,92800,339117,2784000.0,30000000.0
2010-01-19,93000,93800,92100,92100,157890,2763000.0,30000000.0
2010-01-20,92700,92800,89400,89500,259448,2685000.0,30000000.0
2010-01-21,88300,91000,88000,90500,131167,2715000.0,30000000.0
2010-01-22,89500,90200,88300,88500,133535,2655000.0,30000000.0
2010-01-25,89500,91000,87600,89000,189945,2670000.0,30000000.0
2010-01-26,90200,90200,85000,87500,194075,2625000.0,30000000.0
2010-01-27,87300,87400,85300,86000,102249,2580000.0,30000000.0
2010-01-28,86000,86900,85100,86400,108236,2592000.0,30000000.0
2010-01-29,85500,85600,81600,83800,139305,2514000.0,30000000.0
2010-02-01,82900,83900,78800,80700,246832,2421000.0,30000000.0
2010-02-02,81300,81600,77600,77800,280135,2334000.0,30000000.0
2010-02-03,78800,81100,77500,81000,386888,2430000.0,30000000.0
2010-02-04,81000,81100,79700,80100,181019,2403000.0,30000000.0
2010-02-05,76500,78200,76300,77500,170670,2325000.0,30000000.0
2010-02-08,77700,78200,76000,76000,135259,2280000.0,30000000.0
2010-02-09,75600,77700,75500,77500,131773,2325000.0,30000000.0
2010-02-10,77900,78300,76200,76200,123232,2286000.0,30000000.0
2010-02-11,76700,79100,76400,78700,191815,2361000.0,30000000.0
2010-02-12,78700,80000,77700,79700,152590,2391000.0,30000000.0
2010-02-16,78900,79600,78300,79100,79134,2373000.0,30000000.0
2010-02-17,80000,80500,79600,80100,122710,2403000.0,30000000.0
2010-02-18,80600,80600,79200,79300,86034,2379000.0,30000000.0
2010-02-19,78500,80000,78300,78300,106729,2349000.0,30000000.0
2010-02-22,79400,79900,78800,79500,127510,2385000.0,30000000.0
2010-02-23,79600,81700,79100,81500,180279,2445000.0,30000000.0
2010-02-24,81000,81700,80600,81700,183032,2451000.0,30000000.0
2010-02-25,82000,82100,78700,81600,152372,2448000.0,30000000.0
2010-02-26,81000,81500,79800,81500,88417,2445000.0,30000000.0
2010-03-02,81900,82700,80500,80600,107748,2418000.0,30000000.0
2010-03-03,80600,81000,79700,79700,121285,2391000.0,30000000.0
2010-03-04,79900,80600,78900,78900,107850,2367000.0,30000000.0
2010-03-05,78800,80100,78800,80100,83846,2403000.0,30000000.0
2010-03-08,81400,82300,81100,81800,226630,2454000.0,30000000.0
2010-03-09,81800,81900,80600,81000,117657,2430000.0,30000000.0
2010-03-10,81300,81700,80500,81700,95955,2451000.0,30000000.0
2010-03-11,81900,81900,80500,80500,107818,2415000.0,30000000.0
2010-03-12,80600,81100,80000,81100,113135,2433000.0,30000000.0
