동양피스톤(092780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-09,4015,4345,3975,4205,60916,55373.0,13168460.0
2018-11-12,4195,4480,4195,4380,104051,57678.0,13168460.0
2018-11-13,4380,4465,4320,4415,56786,58139.0,13168460.0
2018-11-14,4395,4470,4035,4250,96022,55966.0,13168460.0
2018-11-15,4250,4365,4150,4360,22124,57414.0,13168460.0
2018-11-16,4360,4450,4350,4400,60870,57941.0,13168460.0
2018-11-19,4440,4455,4355,4355,49435,57349.0,13168460.0
2018-11-20,4355,4450,4270,4425,22224,58270.0,13168460.0
2018-11-21,4425,4460,4300,4385,55435,57744.0,13168460.0
2018-11-22,4385,4445,4270,4305,52773,56690.0,13168460.0
2018-11-23,4310,4395,4220,4280,30262,56361.0,13168460.0
2018-11-26,4285,4390,4285,4300,37683,56624.0,13168460.0
2018-11-27,4365,4365,4290,4290,50302,56493.0,13168460.0
2018-11-28,4300,4710,4280,4365,263031,57480.0,13168460.0
2018-11-29,4350,4385,4230,4235,69315,55768.0,13168460.0
2018-11-30,4225,4320,4135,4240,74423,55834.0,13168460.0
2018-12-03,4245,4330,4125,4135,53541,54452.0,13168460.0
2018-12-04,4145,4190,3995,4070,50373,53596.0,13168460.0
2018-12-05,4000,4150,3980,4100,31790,53991.0,13168460.0
2018-12-06,4100,4100,3855,3955,58178,52081.0,13168460.0
2018-12-07,3950,4060,3950,4000,24380,52674.0,13168460.0
2018-12-10,4160,4160,3970,4025,27162,53003.0,13168460.0
2018-12-11,4120,4120,3950,3970,23938,52279.0,13168460.0
2018-12-12,3970,4415,3970,4390,346432,57810.0,13168460.0
2018-12-13,4500,4510,4270,4315,146727,56822.0,13168460.0
2018-12-14,4250,4295,4100,4100,73999,53991.0,13168460.0
2018-12-17,4100,4390,4100,4390,168266,57810.0,13168460.0
2018-12-18,4390,5080,4350,4730,1053710,62287.0,13168460.0
2018-12-19,4960,5050,4680,4835,611105,63670.0,13168460.0
2018-12-20,4990,5100,4850,4870,459957,64130.0,13168460.0
2018-12-21,4845,4940,4730,4940,174358,65052.0,13168460.0
2018-12-24,4980,4980,4800,4840,149278,63735.0,13168460.0
2018-12-26,4770,4910,4745,4835,143216,63670.0,13168460.0
2018-12-27,4835,4885,4760,4840,94936,63735.0,13168460.0
2018-12-28,4875,4890,4810,4885,94814,64328.0,13168460.0
2019-01-02,4950,4950,4825,4855,130924,63933.0,13168460.0
2019-01-03,4930,5090,4760,4790,425789,63077.0,13168460.0
2019-01-04,4750,4815,4570,4680,124085,61628.0,13168460.0
2019-01-07,4895,4985,4815,4900,343486,64525.0,13168460.0
2019-01-08,4900,5070,4880,4985,294444,65645.0,13168460.0
2019-01-09,5050,5480,5030,5340,912688,70320.0,13168460.0
2019-01-10,5350,5460,5060,5150,333888,67818.0,13168460.0
2019-01-11,5170,5310,5130,5310,265495,69925.0,13168460.0
2019-01-14,5380,5380,5220,5310,224367,69925.0,13168460.0
2019-01-15,5280,5340,5120,5200,230922,68476.0,13168460.0
2019-01-16,5200,5290,5160,5200,197705,68476.0,13168460.0
2019-01-17,5200,5550,5030,5410,559880,71241.0,13168460.0
2019-01-18,5470,6410,5430,6200,3554180,81644.0,13168460.0
2019-01-21,6500,7970,6470,7640,5884276,100607.0,13168460.0
2019-01-22,7460,7550,7070,7500,1807835,98763.0,13168460.0
2019-01-23,7400,7700,7300,7700,880993,101397.0,13168460.0
2019-01-24,7780,8590,7520,7640,2180830,100607.0,13168460.0
2019-01-25,7460,8280,7320,7690,1764996,101265.0,13168460.0
2019-01-28,7990,7990,7450,7490,675944,98632.0,13168460.0
2019-01-29,7560,7810,7290,7470,755211,98368.0,13168460.0
2019-01-30,7440,7540,6930,7040,828847,92706.0,13168460.0
2019-01-31,7040,7170,6700,6880,458935,90599.0,13168460.0
2019-02-01,6950,7170,6700,7060,477658,92969.0,13168460.0
2019-02-07,7130,7270,6910,6960,335196,91652.0,13168460.0
2019-02-08,7040,7160,6770,6880,244607,90599.0,13168460.0
2019-02-11,6950,7050,6770,6870,214046,90467.0,13168460.0
2019-02-12,7050,7160,6730,6730,332746,88624.0,13168460.0
2019-02-13,6730,6790,6320,6570,393931,86517.0,13168460.0
2019-02-14,6700,6950,6530,6600,290357,86912.0,13168460.0
2019-02-15,6560,6800,6360,6390,223136,84146.0,13168460.0
2019-02-18,6400,6480,6270,6390,213282,84146.0,13168460.0
2019-02-19,6420,6700,6320,6510,289447,85727.0,13168460.0
2019-02-20,6520,6550,6280,6280,180688,82698.0,13168460.0
2019-02-21,6280,6360,6010,6010,292582,79142.0,13168460.0
2019-02-22,6000,6100,5810,5840,228625,76904.0,13168460.0
2019-02-25,5840,6280,5810,6140,269082,80854.0,13168460.0
2019-02-26,6150,6180,5990,6000,116408,79011.0,13168460.0
2019-02-27,6000,6150,6000,6110,89622,80459.0,13168460.0
2019-02-28,6130,6160,5650,5730,242952,75455.0,13168460.0
2019-03-04,5750,5990,5750,5870,105524,77299.0,13168460.0
2019-03-05,5850,6080,5850,6060,138589,79801.0,13168460.0
2019-03-06,6060,6160,6000,6130,109200,80723.0,13168460.0
2019-03-07,6130,6170,5880,5920,125243,77957.0,13168460.0
2019-03-08,5910,6090,5900,5920,117748,77957.0,13168460.0
2019-03-11,5920,5960,5680,5800,132624,76377.0,13168460.0
2019-03-12,5810,5900,5740,5810,91399,76509.0,13168460.0
2019-03-13,5800,5840,5620,5640,139545,74270.0,13168460.0
2019-03-14,5670,5760,5600,5680,95205,74797.0,13168460.0
2019-03-15,5650,5700,5430,5430,168927,71505.0,13168460.0
2019-03-18,5440,5630,5410,5520,107696,72690.0,13168460.0
2019-03-19,5490,5650,5490,5600,72123,73743.0,13168460.0
2019-03-20,5650,6140,5640,5800,602785,76377.0,13168460.0
2019-03-21,5800,5800,5340,5500,380180,72427.0,13168460.0
2019-03-22,5520,5570,5330,5370,239260,70715.0,13168460.0
2019-03-25,5360,5600,5220,5220,202540,68739.0,13168460.0
2019-03-26,5230,5400,5200,5270,105591,69398.0,13168460.0
2019-03-27,5250,5340,5210,5250,81517,69134.0,13168460.0
2019-03-28,5220,5410,5190,5200,107305,68476.0,13168460.0
2019-03-29,5210,5270,5030,5210,123696,68608.0,13168460.0
2019-04-01,5250,5620,5250,5580,265855,73480.0,13168460.0
2019-04-02,5580,5670,5520,5630,172653,74138.0,13168460.0
2019-04-03,5650,6080,5610,5790,596888,76245.0,13168460.0
2019-04-04,6000,6120,5810,5920,376605,77957.0,13168460.0
2019-04-05,5900,5920,5750,5820,150825,76640.0,13168460.0
2019-04-08,5980,6250,5890,5920,538732,77957.0,13168460.0
2019-04-09,5960,6000,5750,5860,192479,77167.0,13168460.0
2019-04-10,5840,5940,5800,5860,72317,77167.0,13168460.0
2019-04-11,5930,6040,5870,5870,174392,77299.0,13168460.0
2019-04-12,5880,5990,5870,5950,135703,78352.0,13168460.0
2019-04-15,5980,6020,5890,5900,120382,77694.0,13168460.0
2019-04-16,5900,5920,5740,5750,138831,75719.0,13168460.0
2019-04-17,5680,5940,5680,5930,149561,78089.0,13168460.0
2019-04-18,5940,5990,5710,5810,268861,76509.0,13168460.0
2019-04-19,5830,5880,5750,5830,130034,76772.0,13168460.0
2019-04-22,5890,6060,5820,5850,260898,77035.0,13168460.0
2019-04-23,5830,5870,5690,5720,147527,75324.0,13168460.0
2019-04-24,5720,5750,5540,5540,138385,72953.0,13168460.0
2019-04-25,5510,5680,5480,5620,89762,74007.0,13168460.0
2019-04-26,5620,5640,5470,5480,69235,72163.0,13168460.0
2019-04-29,5560,5760,5510,5730,132346,75455.0,13168460.0
2019-04-30,5720,5820,5640,5750,84863,75719.0,13168460.0
2019-05-02,5750,5840,5700,5800,65102,76377.0,13168460.0
2019-05-03,5820,5820,5620,5710,96508,75192.0,13168460.0
2019-05-07,5580,5690,5500,5670,86166,74665.0,13168460.0
2019-05-08,5550,5690,5550,5620,65747,74007.0,13168460.0
2019-05-09,5570,5790,5460,5480,133942,72163.0,13168460.0
2019-05-10,5430,5640,5340,5370,102551,70715.0,13168460.0
2019-05-13,5330,5430,5300,5410,73423,71241.0,13168460.0
2019-05-14,5410,5490,5310,5490,93929,72295.0,13168460.0
2019-05-15,5530,5670,5500,5660,115558,74533.0,13168460.0
2019-05-16,5660,5730,5590,5640,83101,74270.0,13168460.0
2019-05-17,5620,5750,5500,5500,85639,72427.0,13168460.0
2019-05-20,5500,5580,5330,5400,103501,71110.0,13168460.0
2019-05-21,5350,5460,5240,5240,111637,69003.0,13168460.0
2019-05-22,5250,5320,5210,5280,49378,69529.0,13168460.0
2019-05-23,5300,5300,5110,5120,89810,67423.0,13168460.0
2019-05-24,5100,5100,4910,4955,249796,65250.0,13168460.0
2019-05-27,5060,5060,4910,4910,79211,64657.0,13168460.0
2019-05-28,4895,5060,4895,5010,82187,65974.0,13168460.0
2019-05-29,4955,5090,4830,4905,103367,64591.0,13168460.0
2019-05-30,4850,4950,4845,4925,105498,64855.0,13168460.0
2019-05-31,4930,5010,4880,4985,78337,65645.0,13168460.0
2019-06-03,5010,5010,4900,4985,60391,65645.0,13168460.0
2019-06-04,4950,5100,4950,5070,60920,66764.0,13168460.0
2019-06-05,5080,5160,5060,5100,54696,67159.0,13168460.0
2019-06-07,5160,5220,5120,5190,49334,68344.0,13168460.0
2019-06-10,5210,5340,5150,5240,62234,69003.0,13168460.0
2019-06-11,5240,5510,5240,5430,153617,71505.0,13168460.0
2019-06-12,5400,5490,5350,5420,59156,71373.0,13168460.0
2019-06-13,5420,5570,5400,5560,94477,73217.0,13168460.0
2019-06-14,5610,5980,5570,5870,452713,77299.0,13168460.0
2019-06-17,5880,6050,5840,5970,534727,78616.0,13168460.0
2019-06-18,6050,6140,5750,6140,408028,80854.0,13168460.0
2019-06-19,6120,6730,6080,6280,1831864,82698.0,13168460.0
2019-06-20,6280,6280,5840,5850,609809,77035.0,13168460.0
2019-06-21,5770,5920,5530,5530,461631,72822.0,13168460.0
2019-06-24,5530,5660,5460,5550,182558,73085.0,13168460.0
2019-06-25,5500,5620,5480,5530,182030,72822.0,13168460.0
2019-06-26,5510,5550,5450,5480,252529,72163.0,13168460.0
2019-06-27,5510,5690,5410,5480,507854,72163.0,13168460.0
2019-06-28,5480,5520,5450,5460,175564,71900.0,13168460.0
2019-07-01,5470,5480,5170,5190,154150,68344.0,13168460.0
2019-07-02,5240,5240,5000,5180,93737,68213.0,13168460.0
2019-07-03,5170,5170,5030,5140,108928,67686.0,13168460.0
2019-07-04,5110,5170,5010,5060,77938,66632.0,13168460.0
2019-07-05,5050,5190,5030,5170,50239,68081.0,13168460.0
2019-07-08,5150,5200,4985,5020,107951,66106.0,13168460.0
2019-07-09,4975,5070,4920,4950,96897,65184.0,13168460.0
2019-07-10,4950,5040,4945,4980,55790,65579.0,13168460.0
2019-07-11,4950,5030,4945,5010,55354,65974.0,13168460.0
2019-07-12,4990,5170,4990,5130,67291,67554.0,13168460.0
2019-07-15,5130,5190,5080,5090,44342,67027.0,13168460.0
2019-07-16,5110,5150,5040,5070,43984,66764.0,13168460.0
2019-07-17,5040,5090,4925,4990,59120,65711.0,13168460.0
2019-07-18,4990,5140,4950,5020,76962,66106.0,13168460.0
2019-07-19,5030,5130,4990,5010,35331,65974.0,13168460.0
2019-07-22,4975,5030,4925,5000,31509,65842.0,13168460.0
2019-07-23,4965,5020,4945,4990,34682,65711.0,13168460.0
2019-07-24,4990,5020,4920,4945,26312,65118.0,13168460.0
2019-07-25,4905,4975,4785,4830,66929,63604.0,13168460.0
2019-07-26,4785,4845,4670,4725,55620,62221.0,13168460.0
2019-07-29,4700,4740,4405,4465,105446,58797.0,13168460.0
2019-07-30,4355,4595,4355,4500,47738,59258.0,13168460.0
2019-07-31,4415,4560,4390,4525,96991,59587.0,13168460.0
2019-08-01,4450,4615,4450,4500,57048,59258.0,13168460.0
2019-08-02,4495,4545,4400,4475,46167,58929.0,13168460.0
2019-08-05,4480,4510,4040,4100,116303,53991.0,13168460.0
2019-08-06,3935,4160,3825,3900,143887,51357.0,13168460.0
2019-08-07,3900,4155,3900,4140,98810,54517.0,13168460.0
2019-08-08,4140,4340,4140,4340,54171,57151.0,13168460.0
2019-08-09,4355,4520,4355,4520,59350,59521.0,13168460.0
2019-08-12,4405,4550,4405,4480,41439,58995.0,13168460.0
2019-08-13,4410,4540,4410,4510,23228,59390.0,13168460.0
2019-08-14,4550,4590,4500,4570,47896,60180.0,13168460.0
2019-08-16,4570,4580,4490,4570,39006,60180.0,13168460.0
2019-08-19,4555,4655,4500,4570,43477,60180.0,13168460.0
2019-08-20,4525,4655,4525,4630,66177,60970.0,13168460.0
2019-08-21,4630,4750,4625,4700,40423,61892.0,13168460.0
2019-08-22,4700,4715,4595,4605,23930,60641.0,13168460.0
2019-08-23,4600,4605,4490,4500,59194,59258.0,13168460.0
2019-08-26,4435,4440,4330,4405,30028,58007.0,13168460.0
2019-08-27,4400,4515,4400,4450,34992,58600.0,13168460.0
2019-08-28,4495,4810,4465,4615,199811,60772.0,13168460.0
2019-08-29,4710,4850,4675,4710,129598,62023.0,13168460.0
2019-08-30,4710,4815,4710,4790,54730,63077.0,13168460.0
2019-09-02,4875,4875,4735,4755,29239,62616.0,13168460.0
2019-09-03,4770,4790,4730,4760,21002,62682.0,13168460.0
2019-09-04,4785,4800,4660,4735,32643,62353.0,13168460.0
2019-09-05,4740,4805,4725,4785,38964,63011.0,13168460.0
2019-09-06,4790,4825,4705,4790,35479,63077.0,13168460.0
2019-09-09,4790,5260,4785,4860,537056,63999.0,13168460.0
2019-09-10,4990,4990,4785,4870,61799,64130.0,13168460.0
2019-09-11,4855,4900,4790,4820,55265,63472.0,13168460.0
2019-09-16,4820,4925,4810,4880,63555,64262.0,13168460.0
2019-09-17,4840,4905,4840,4890,36867,64394.0,13168460.0
2019-09-18,4890,4905,4830,4845,30024,63801.0,13168460.0
2019-09-19,4845,5150,4795,4960,106446,65316.0,13168460.0
2019-09-20,4990,4990,4880,4950,35571,65184.0,13168460.0
2019-09-23,4950,4960,4890,4950,21616,65184.0,13168460.0
2019-09-24,4865,5070,4865,5020,71389,66106.0,13168460.0
2019-09-25,5020,5020,4855,4940,47262,65052.0,13168460.0
2019-09-26,4970,4970,4760,4850,57313,63867.0,13168460.0
2019-09-27,4755,4880,4755,4800,24663,63209.0,13168460.0
2019-09-30,4740,4800,4615,4800,30557,63209.0,13168460.0
2019-10-01,4810,4815,4690,4765,24305,62748.0,13168460.0
2019-10-02,4700,4795,4680,4730,30750,62287.0,13168460.0
2019-10-04,4735,4740,4605,4665,29660,61431.0,13168460.0
2019-10-07,4605,4680,4530,4540,45707,59785.0,13168460.0
